batch_id,census_input_address,census_match_status,census_match_type,census_matched_address,census_coordinates,census_lon,census_lat,census_tigerline_id,census_tigerline_side,census_state_fips,census_county_fips,candidate_fips,census_tract,census_block,census_raw_field_count
050747__2023__057,"2710 SOUTH BRISTOL STREET, SANTA ANA, CA, 82701",Match,Non_Exact,"2710 S BRISTOL ST, SANTA ANA, CA, 92704","-117.885479575166,33.711061365164",-117.885479575166,33.711061365164,144043989,R,06,059,06059,074111,3007,12
670134__2023__357,"220 BLANCO ST, LUMBERTON, TX, 77657",Match,Exact,"220 BLANCO ST, LUMBERTON, TX, 77657","-94.221372424166,30.261995553295",-94.221372424166,30.261995553295,648222046,R,48,199,48199,030302,1026,12
464007__2024__380,"592 WEST 1350 SOUTH, WOOD CROSS, UT, 84087",Match,Non_Exact,"592 W 1350 S, WOODS CROSS, UT, 84010","-111.895131894763,40.877009343662",-111.895131894763,40.877009343662,638335941,R,49,011,49011,126901,6006,12
150045__2023__276,"1316 EAST 7TH STREET, AUBURN, IN, 46706",Match,Exact,"1316 E 7TH ST, AUBURN, IN, 46706","-85.036429104177,41.367697650067",-85.036429104177,41.367697650067,652235091,L,18,033,18033,020400,3016,12
150088__2024__047,"2015 JACKSON STREET, ANDERSON, IN, 46016",Match,Exact,"2015 JACKSON ST, ANDERSON, IN, 46016","-85.680537889276,40.096193619503",-85.680537889276,40.096193619503,31125420,R,18,095,18095,012000,1028,12
244016__2023__367,"9400 ZANE AVE N, BROOKLYN PARK, MN, 55443",No_Match,,,,,,,,,,,,,3
491991__2023__109,"4400 W BRADDOCK ROAD, ALEXANDRIA, VA, 22304",Match,Exact,"4400 W BRADDOCK RD, ALEXANDRIA, VA, 22304","-77.104184306088,38.829378830431",-77.104184306088,38.829378830431,638913579,L,51,510,51510,200201,3005,12
054146__2024__100,"2633 EAST 27TH STREET, OAKLAND, CA, 94601",Match,Exact,"2633 E 27TH ST, OAKLAND, CA, 94601","-122.222127036006,37.79117653318",-122.222127036006,37.79117653318,637742964,R,06,001,06001,406300,2000,12
014014__2023__110,"5800 SOUTHLAND DRIVE, MOBILE, AL, 36693",Match,Exact,"5800 SOUTHLAND DR, MOBILE, AL, 36693","-88.177918007175,30.623806289465",-88.177918007175,30.623806289465,648114248,L,01,097,01097,003712,3001,12
190044__2023__083,"190044, CROWLEY, LA, 70526",No_Match,,,,,,,,,,,,,3
054149__2024__115,"22050 FAIRMONT DRIVE, SAN LEANDRO, CA, 94578",No_Match,,,,,,,,,,,,,3
194089__2023__104,"847, LAFAYETTE, LA, 70501",No_Match,,,,,,,,,,,,,3
194089__2023__103,"847 STEWART STREET, LAFAYETTE, LA, 70501",Match,Exact,"847 STEWART ST, LAFAYETTE, LA, 70501","-92.009696490325,30.216483045789",-92.009696490325,30.216483045789,85644307,L,22,055,22055,002200,3002,12
670082__2024__037,"5252 W UNIVERSITY DR, MCKINNEY, TX, 75021",Match,Non_Exact,"5252 W UNIVERSITY DR, MCKINNEY, TX, 75071","-96.680681401401,33.218450732437",-96.680681401401,33.218450732437,210481382,L,48,085,48085,030301,2000,12
400010__2023__432,"PO BOX 1003, CASTANER, PR, 00631",No_Match,,,,,,,,,,,,,3
524042__2023__260,"3169 DEMMING WAY, MIDDLETON, WI, 53562",Match,Non_Exact,"3169 DEMING WAY, MIDDLETON, WI, 53562","-89.528022230067,43.106192818208",-89.528022230067,43.106192818208,641225957,L,55,025,55025,010908,1055,12
140164__2024__194,"405 W. JACKSON ST., CARBONDALE, IL, 62902",Match,Non_Exact,"405 W JACKSON ST, CARBONDALE, IL, 62901","-89.22049021683,37.727873263218",-89.22049021683,37.727873263218,624818778,R,17,077,17077,010800,2009,12
100267__2023__237,"700 MEDICAL BLVD, ENGLEWOOD, FL, 34223",Match,Exact,"700 MEDICAL BLVD, ENGLEWOOD, FL, 34223","-82.327855131689,26.949031131238",-82.327855131689,26.949031131238,16378425,L,12,115,12115,002733,2051,12
320089__2023__077,"3001 BROADMOOR BLVD NE, RIO RANCHO, NM, 87144",Match,Exact,"3001 BROADMOOR BLVD NE, RIO RANCHO, NM, 87144","-106.676966351899,35.308348902763",-106.676966351899,35.308348902763,627412857,R,35,043,35043,010727,1193,12
400115__2023__405,"#2 KM 39.5, VEGA BAJA, PR, 00693",Match,Non_Exact,"39 CLL 5, VEGA BAJA, PR, 00693","-66.346586884057,18.44636451981",-66.346586884057,18.44636451981,204844578,R,72,143,72143,550200,2003,12
264034__2024__086,"639 SOUTH SILVER SPRING ROAD, CAPE GIRARDEAU, MO, 63703",Match,Exact,"639 S SILVER SPRINGS RD, CAPE GIRARDEAU, MO, 63703","-89.565548719616,37.287968464685",-89.565548719616,37.287968464685,650012645,L,29,031,29031,881500,3034,12
100126__2023__040,"1501 PASADENA AVE S, ST PETERSBURG, FL, 33707",Match,Exact,"1501 PASADENA AVE S, ST PETERSBURG, FL, 33707","-82.739431691077,27.752163171268",-82.739431691077,27.752163171268,656988176,R,12,103,12103,028104,1009,12
100320__2024__242,"325 CYPRESS PARKWAY, KISSIMMMEE, FL, 34758",Tie,,,,,,,,,,,,,3
713028__2023__285,"8650 MILLICENT WAY, SHREVEPORT, LA, 71115",Match,Exact,"8650 MILLICENT WAY, SHREVEPORT, LA, 71115","-93.710338469089,32.425371122841",-93.710338469089,32.425371122841,57441984,L,22,017,22017,023905,2008,12
493300__2024__381,"9407 CUMBERLAND RD, NEW KENT, VA, 23124",No_Match,,,,,,,,,,,,,3
361330__2023__303,"601 STATE ROUTE 664, LOGAN, OH, 43138",No_Match,,,,,,,,,,,,,3
050289__2024__199,"1900 SULLIVAN AVENUE, DALY CITY, CA, 94015",Match,Exact,"1900 SULLIVAN AVE, DALY CITY, CA, 94015","-122.472947453273,37.680548289839",-122.472947453273,37.680548289839,635506817,R,06,081,06081,601400,4001,12
100224__2024__198,"7201 UNIVERSITY DRIVE, TAMARAC, FL, 33321",No_Match,,,,,,,,,,,,,3
051300__2024__302,"500 FIRST AVENUE, PORTOLA, CA, 96122",Match,Exact,"500 1ST AVE, PORTOLA, CA, 96122","-120.471536914349,39.805252033433",-120.471536914349,39.805252033433,127225554,R,06,063,06063,000300,2012,12
034037__2024__101,"831 LANDON DRIVE, BULLHEAD CITY, AZ, 86429",Match,Exact,"831 LANDON DR, BULLHEAD CITY, AZ, 86429","-114.527386396605,35.182907499481",-114.527386396605,35.182907499481,190342383,L,04,015,04015,951401,2021,12
230193__2023__241,"1375 NORTH MAIN STREET, LAPEER, MI, 48436",Match,Non_Exact,"1375 N MAIN ST, LAPEER, MI, 48446","-83.319375262393,43.062095260025",-83.319375262393,43.062095260025,110457315,L,26,087,26087,337000,1002,12
301305__2024__076,"10 ALICE PECK DAY DRIVE, LEBANON, NH, 03766",Match,Exact,"10 ALICE PECK DAY DR, LEBANON, NH, 03766","-72.263766828602,43.639458617463",-72.263766828602,43.639458617463,648063381,R,33,009,33009,961802,1001,12
450587__2024__253,"1501 BURNET DRIVE, BROWNWOOD, TX, 76804",Match,Non_Exact,"1501 BURNEY DR, BROWNWOOD, TX, 76801","-98.988301380254,31.680332212248",-98.988301380254,31.680332212248,129475046,L,48,049,48049,951100,2011,12
440194__2024__205,"355 NEW SHACKLE ISLAND, HENDERSONVILLE, TN, 37215",Match,Non_Exact,"355 NEW SHACKLE ISLAND RD, HENDERSONVILLE, TN, 37075","-86.620676619885,36.323498476769",-86.620676619885,36.323498476769,635425221,L,47,165,47165,021105,3009,12
400006__2023__150,"1395 SAN RAFAEL ST. PDA. 20, SAN JUAN, PR, 00910",No_Match,,,,,,,,,,,,,3
220030__2023__259,"40 WRIGHT STREET, PALMER, MA, 01069",Match,Exact,"40 WRIGHT ST, PALMER, MA, 01069","-72.341359198939,42.168528387212",-72.341359198939,42.168528387212,4046215,L,25,013,25013,810100,3007,12
260183__2024__024,"211 ST. FRANCIS DRIVE, CAPE GIRARDEAU, MO, 63703",Match,Exact,"211 ST FRANCIS DR, CAPE GIRARDEAU, MO, 63703","-89.571852521098,37.302258307108",-89.571852521098,37.302258307108,606626829,R,29,031,29031,881302,2009,12
454064__2023__068,"1636 HUNTERS GLEN RD, SAN ANGELO, TX, 76907",Match,Non_Exact,"1636 HUNTERS GLEN RD, SAN ANGELO, TX, 76901","-100.511278692328,31.445945991867",-100.511278692328,31.445945991867,190687349,R,48,451,48451,001101,5015,12
191303__2023__363,"135 HIGHWAY 402, NAPOLEONVILLE, LA, 70390",Match,Exact,"135 HWY 402, NAPOLEONVILLE, LA, 70390","-91.034608097443,29.957698866886",-91.034608097443,29.957698866886,651753474,L,22,007,22007,050400,2000,12
371307__2023__427,"100 SOUTH ELLIS, BOISE CITY, OK, 73933",Tie,,,,,,,,,,,,,3
044021__2023__365,"600 NORTH 7TH STREET, WEST MEMPHIS, AR, 72301",Match,Exact,"600 N 7TH ST, WEST MEMPHIS, AR, 72301","-90.175902031052,35.152763499868",-90.175902031052,35.152763499868,69374109,R,05,035,05035,030201,4041,12
100209__2023__007,"11750 BIRD ROAD, MIAMI, FL, 33175",No_Match,,,,,,,,,,,,,3
193092__2024__107,"7414 SUMRALL DR, BATON ROUGE, LA, 70812",Match,Exact,"7414 SUMRALL DR, BATON ROUGE, LA, 70812","-91.116771750867,30.513879711196",-91.116771750867,30.513879711196,636234116,R,22,033,22033,003504,2007,12
400102__2023__401,"STREET J-9 EXT. HERMANAS DAVILA, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
050069__2024__005,"1100 WEST, ORANGE, CA, 92863",No_Match,,,,,,,,,,,,,3
454149__2023__238,"2696 W WALNUT STREET, GARLAND, TX, 75042",Match,Exact,"2696 W WALNUT ST, GARLAND, TX, 75042","-96.66901289467,32.916468999154",-96.66901289467,32.916468999154,102917867,L,48,113,48113,019013,1000,12
193067__2024__311,"1 HOSPITAL DRIVE, JENNINGS, LA, 70546",Match,Exact,"1 HOSPITAL DR, JENNINGS, LA, 70546","-92.661428024569,30.240267450643",-92.661428024569,30.240267450643,88216182,R,22,053,22053,000500,2006,12
050069__2024__004,"1100 WEST STEWART DRIVE, ORANGE, CA, 92863",Match,Non_Exact,"1100 W STEWART DR, ORANGE, CA, 92868","-117.865146521021,33.78232043455",-117.865146521021,33.78232043455,144041344,L,06,059,06059,076001,5008,12
193067__2024__310,"1 HOSPITAL DRIVE SUITE 1, JENNINGS, LA, 70546",Match,Exact,"1 HOSPITAL DR, JENNINGS, LA, 70546","-92.661428024569,30.240267450643",-92.661428024569,30.240267450643,88216182,R,22,053,22053,000500,2006,12
072004__2024__038,"2150 CORBIN AVENUE, NEW BRITAIN, CT, 06053",Match,Exact,"2150 CORBIN AVE, NEW BRITAIN, CT, 06053","-72.800478127926,41.688370280229",-72.800478127926,41.688370280229,604927954,L,09,003,09003,416700,5002,12
453317__2023__378,"4100 W UNIVERSITY DR, PROSPER, TX, 75078",No_Match,,,,,,,,,,,,,3
310040__2023__227,"308 WILLOW AVENUE, HOBOKEN, NJ, 07030",Match,Exact,"308 WILLOW AVE, HOBOKEN, NJ, 07030","-74.033762468082,40.740768927901",-74.033762468082,40.740768927901,59606960,L,34,017,34017,019000,1005,12
364050__2023__094,"2611 WAYNE AVE, DAYTON, OH, 45420",Match,Exact,"2611 WAYNE AVE, DAYTON, OH, 45420","-84.155974067709,39.739192462857",-84.155974067709,39.739192462857,143575328,R,39,113,39113,003000,3000,12
264033__2023__121,"2828 N NATIONAL AVE, SPRINGFIELD, MO, 65803",Match,Exact,"2828 N NATIONAL AVE, SPRINGFIELD, MO, 65803","-93.274395287496,37.248024105591",-93.274395287496,37.248024105591,608960078,R,29,077,29077,003600,2010,12
374012__2023__123,"201 SOUTH GARNETT ROAD, TULSA, OK, 74128",Match,Exact,"201 S GARNETT RD, TULSA, OK, 74128","-95.851190793799,36.158004212268",-95.851190793799,36.158004212268,640187610,L,40,143,40143,007309,1005,12
231337__2023__258,"3410 LUDINGTON STREET, ESCANABA, MI, 49829",Match,Exact,"3410 LUDINGTON ST, ESCANABA, MI, 49829","-87.093032017062,45.745798951003",-87.093032017062,45.745798951003,646186751,R,26,041,26041,970500,2025,12
453311__2023__131,"815 MARKET STREET, GALVESTON, TX, 77550",Match,Exact,"815 MARKET ST, GALVESTON, TX, 77550","-94.776826940893,29.309797475912",-94.776826940893,29.309797475912,96680538,L,48,167,48167,724300,1018,12
224039__2023__410,"76 SUMMER STREED, HAVERHILL, MA, 01832",Tie,,,,,,,,,,,,,3
400032__2023__393,"CARR., BAYAMON, PR, 00960",No_Match,,,,,,,,,,,,,3
400032__2023__392,"CARR. #2 KM. 11.7, BAYAMON, PR, 00960",No_Match,,,,,,,,,,,,,3
100049__2023__058,"3600 S. HIGHLANDS AVENUE, SEBRING, FL, 33870",Match,Exact,"3600 S HIGHLANDS AVE, SEBRING, FL, 33870","-81.433674961532,27.467045643038",-81.433674961532,27.467045643038,4708290,R,12,055,12055,961202,2022,12
230022__2023__257,"274 EAST CHICAGO STREET, COLDWATER, MI, 49036",Match,Exact,"274 E CHICAGO ST, COLDWATER, MI, 49036","-84.990568306889,41.93891551156",-84.990568306889,41.93891551156,8214437,L,26,023,26023,951400,3002,12
234044__2023__428,"3512 COOLIDGE ROAD, EAST LANSING, MI, 48823",Match,Exact,"3512 COOLIDGE RD, EAST LANSING, MI, 48823","-84.503013009772,42.771305236416",-84.503013009772,42.771305236416,617972694,R,26,037,26037,011200,2001,12
231312__2024__335,"301 N MAIN ST, SHERIDAN, MI, 48884",Match,Exact,"301 N MAIN ST, SHERIDAN, MI, 48884","-85.073604426205,43.215501760821",-85.073604426205,43.215501760821,110563669,L,26,117,26117,971100,2002,12
251300__2023__309,"330 NORTH BROAD, FOREST, MS, 39074",Match,Non_Exact,"330 N BROAD ST, FOREST, MS, 39074","-89.470893238433,32.365774931903",-89.470893238433,32.365774931903,639485198,R,28,123,28123,020500,2011,12
511304__2023__346,"314 SOUTH WELLS STREET, SISTERSVILLE, WV, 26175",Match,Exact,"314 S WELLS ST, SISTERSVILLE, WV, 26175","-81.003822850828,39.558641435714",-81.003822850828,39.558641435714,639531270,L,54,095,54095,961800,3052,12
193300__2023__169,"200 HENRY CLAY AVENUE, NEW ORLEANS, LA, 70118",Match,Exact,"200 HENRY CLAY AVE, NEW ORLEANS, LA, 70118","-90.127030022187,29.917694949749",-90.127030022187,29.917694949749,191702423,L,22,071,22071,014400,2027,12
100206__2023__137,"2901 SWANN AVENUE, TAMPA, FL, 33609",Match,Non_Exact,"2901 W SWANN AVE, TAMPA, FL, 33609","-82.489282116366,27.937492414461",-82.489282116366,27.937492414461,104526697,R,12,057,12057,005700,2016,12
440046__2024__219,"111 HIGHWAY 70 EAST, DICKSON, TN, 37055",Match,Exact,"111 HWY 70 E, DICKSON, TN, 37055","-87.375695859829,36.071876541623",-87.375695859829,36.071876541623,618078095,L,47,043,47043,060501,2040,12
370015__2024__331,"111 N. BAILEY, PRYOR, OK, 74361",Match,Non_Exact,"111 N BAILEY ST, PRYOR, OK, 74361","-95.305300015833,36.307541413297",-95.305300015833,36.307541413297,58798576,R,40,097,40097,040100,1020,12
251300__2023__308,"330 NORTH BROAD STEET, FOREST, MS, 39074",Match,Non_Exact,"330 N BROAD ST, FOREST, MS, 39074","-89.470893238433,32.365774931903",-89.470893238433,32.365774931903,639485198,R,28,123,28123,020500,2011,12
400098__2023__144,"DE DIEGO AVE., RIO PIEDRAS, PR, 00923",No_Match,,,,,,,,,,,,,3
400098__2023__143,"DE DIEGO AVE. #371, RIO PIEDRAS, PR, 00923",No_Match,,,,,,,,,,,,,3
420026__2024__026,"2435 FOREST DRIVE, COLUMBIA, SC, 29204",Match,Exact,"2435 FOREST DR, COLUMBIA, SC, 29204","-81.011438202774,34.013390188021",-81.011438202774,34.013390188021,639472809,L,45,079,45079,001100,2023,12
190054__2023__048,"2315 W MAIN STREET, NEW IBERIA, LA, 70562",No_Match,,,,,,,,,,,,,3
190308__2023__286,"8000 WEST JUDGE PEREZ DRIVE, CHALMETTE, LA, 70043",Match,Exact,"8000 W JUDGE PEREZ DR, CHALMETTE, LA, 70043","-89.985351408803,29.955752289681",-89.985351408803,29.955752289681,209861086,R,22,087,22087,030602,1003,12
230095__2024__250,"2463 S M-30, WEST BRANCH, MI, 48661",No_Match,,,,,,,,,,,,,3
290057__2023__134,"1050 WEST GALLERIA DRIVE, HENDERSON, NV, 89011",Match,Non_Exact,"1050 GALLERIA DR, HENDERSON, NV, 89011","-115.030711570333,36.071150778081",-115.030711570333,36.071150778081,638300037,L,32,003,32003,005114,1027,12
444025__2023__067,"9485 CRESTWYN HILLS COVE, MEMPHIS, TN, 38125",Match,Exact,"9485 CRESTWYN HILLS COVE, MEMPHIS, TN, 38125","-89.746759450763,35.042438963044",-89.746759450763,35.042438963044,649719866,R,47,157,47157,021546,2024,12
400015__2024__141,"RIO PIEDRAS STATION, SAN JUAN, PR, 00928",No_Match,,,,,,,,,,,,,3
360080__2023__300,"90 NORTH FOURTH STREET, MARTINS FERRY, OH, 43935",Match,Exact,"90 N 4TH ST, MARTINS FERRY, OH, 43935","-80.721756711912,40.097791181459",-80.721756711912,40.097791181459,36244509,R,39,013,39013,012100,1045,12
234035__2023__200,"30901 PALMER ROAD, WESTLAND, MI, 48186",Match,Exact,"30901 PALMER RD, WESTLAND, MI, 48186","-83.346946534095,42.296395811511",-83.346946534095,42.296395811511,638893958,L,26,163,26163,568700,1022,12
052057__2024__265,"501 PETALUMA AVE, SEBASTOPOL, CA, 95472",Match,Exact,"501 PETALUMA AVE, SEBASTOPOL, CA, 95472","-122.821093764809,38.398296824245",-122.821093764809,38.398296824245,604986985,L,06,097,06097,153403,2005,12
061317__2023__256,"501 AIRPORT ROAD, RIFLE, CO, 81650",No_Match,,,,,,,,,,,,,3
474001__2023__053,"ANNA MARSH LANE, BRATTLEBORO, VT, 05302",No_Match,,,,,,,,,,,,,3
180016__2024__299,"727 HOSPITAL DRIVE, SHELBYVILLE, KY, 40065",Match,Exact,"727 HOSPITAL DR, SHELBYVILLE, KY, 40065","-85.236004811406,38.210344979993",-85.236004811406,38.210344979993,97076411,R,21,211,21211,040301,1002,12
324010__2023__051,"3751 DEL REY BLVD, LAS CRUCES, NM, 88012",Match,Exact,"3751 DEL REY BLVD, LAS CRUCES, NM, 88012","-106.773564160777,32.359145824104",-106.773564160777,32.359145824104,189560125,L,35,013,35013,001311,1018,12
443302__2024__129,"262 DANNY THOMAS PLACE, MEMPHIS, TN, 38105",Match,Non_Exact,"262 N DANNY THOMAS BLVD, MEMPHIS, TN, 38105","-90.043171988971,35.148769275642",-90.043171988971,35.148769275642,638682825,R,47,157,47157,011300,1018,12
140054__2024__188,"3249 SOUTH OAK PARK AVENUE, BERWYN, IL, 60402",Match,Non_Exact,"3249 OAK PARK AVE, BERWYN, IL, 60402","-87.792737052895,41.832683599842",-87.792737052895,41.832683599842,657071991,L,17,031,17031,815400,1013,12
320090__2023__070,"4801 BECKNER ROAD, SANTA FE, NM, 87507",Match,Exact,"4801 BECKNER RD, SANTA FE, NM, 87507","-106.026164833853,35.614099921349",-106.026164833853,35.614099921349,640866594,L,35,049,35049,010317,1001,12
334012__2024__054,"425 ROBINSON ST, BINGHAMTON, NY, 13901",Match,Non_Exact,"425 ROBINSON ST, BINGHAMTON, NY, 13904","-75.866467632528,42.107910488485",-75.866467632528,42.107910488485,639386818,L,36,007,36007,000700,4014,12
140011__2024__226,"201 S. 14TH STREET, HERRIN, IL, 62948",Match,Exact,"201 S 14TH ST, HERRIN, IL, 62948","-89.026566213669,37.800594695294",-89.026566213669,37.800594695294,648053085,R,17,199,17199,020400,1031,12
140167__2023__318,"200 FAIRMAN AVENUE, WATSEKA, IL, 60970",Match,Non_Exact,"200 E FAIRMAN AVE, WATSEKA, IL, 60970","-87.732585081476,40.765596288647",-87.732585081476,40.765596288647,90754748,R,17,075,17075,950500,1007,12
351303__2024__336,"407 3RD AVENUE SE, GARRISON, ND, 58540",Match,Exact,"407 3RD AVE SE, GARRISON, ND, 58540","-101.410367344008,47.648418226944",-101.410367344008,47.648418226944,198942033,R,38,055,38055,961001,3486,12
400118__2023__387,"CARR., MANATI, PR, 00674",No_Match,,,,,,,,,,,,,3
400118__2023__386,"CARR. #2, MANATI, PR, 00674",No_Match,,,,,,,,,,,,,3
444030__2023__063,"4220 HARDING ROAD, NASHVILLE, TN, 37205",Match,Non_Exact,"4220 HARDING PIKE, NASHVILLE, TN, 37205","-86.843863481935,36.127656497379",-86.843863481935,36.127656497379,646585097,L,47,037,47037,016700,3014,12
150022__2023__296,"1710 LAFAYETTE ROAD, CRAWFORDSVILLE, IN, 47933",Match,Non_Exact,"1710 LAFAYETTE AVE, CRAWFORDSVILLE, IN, 47933","-86.908054105045,40.065688926504",-86.908054105045,40.065688926504,657383487,R,18,107,18107,957000,1007,12
403027__2023__413,"MUNOZ RIVERA AVENUE, SAN JUAN PR 00918, PR, 00918",No_Match,,,,,,,,,,,,,3
403027__2023__412,"MUNOZ RIVERA AVENUE #402, SAN JUAN PR 00918, PR, 00918",No_Match,,,,,,,,,,,,,3
281302__2024__345,"600 I STREET, PAWNEE CITY, NE, 68420",Match,Exact,"600 I ST, PAWNEE CITY, NE, 68420","-96.1507286325,40.108505239999",-96.1507286325,40.108505239999,655168466,R,31,133,31133,967800,3093,12
390081__2023__282,"501 N. LANSDOWNE AVE., DREXEL HILL, PA, 19026",Match,Exact,"501 N LANSDOWNE AVE, DREXEL HILL, PA, 19026","-75.283895146595,39.953950167817",-75.283895146595,39.953950167817,134877228,R,42,045,42045,400700,5013,12
400105__2024__408,"LAUREL, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
050180__2023__002,"1601 YGNACIO VALLEY ROAD, WALNUT CREEK, CA, 94598",Match,Exact,"1601 YGNACIO VALLEY RD, WALNUT CREEK, CA, 94598","-122.042732849994,37.913821588233",-122.042732849994,37.913821588233,657864128,R,06,013,06013,338302,3009,12
140276__2024__163,"2160 SOUTH FIRST AVENUE, MAYWOOD, IL, 60153",Match,Exact,"2160 S 1ST AVE, MAYWOOD, IL, 60153","-87.833456941704,41.865168513864",-87.833456941704,41.865168513864,112216534,R,17,031,17031,817600,2017,12
400105__2024__407,"LAUREL #100, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
370178__2024__305,"100 HIGHWAY WEST, STILWELL, OK, 74960",No_Match,,,,,,,,,,,,,3
400106__2023__146,"21, RIO PIEDRAS, PR, 00922",No_Match,,,,,,,,,,,,,3
400106__2023__145,"21 #1785, RIO PIEDRAS, PR, 00922",No_Match,,,,,,,,,,,,,3
490143__2023__270,"1500 COMMONWEALTH AVENUE, WILLIAMSBURG, VA, 23185",No_Match,,,,,,,,,,,,,3
363304__2023__122,"2801 MARTIN LUTHER KING JR DR, CLEVELAND, OH, 44104",Match,Exact,"2801 MARTIN LUTHER KING JR DR, CLEVELAND, OH, 44104","-81.609687623885,41.481690612874",-81.609687623885,41.481690612874,61122620,L,39,035,39035,119600,1004,12
170006__2024__262,"1 MT CARMEL WAY, PITTSBURG, KS, 66762",No_Match,,,,,,,,,,,,,3
170049__2023__035,"20333 WEST 151 STREET, OLATHE, KS, 66061",Match,Exact,"20333 W 151ST ST, OLATHE, KS, 66061","-94.822435343083,38.854566724406",-94.822435343083,38.854566724406,642145717,L,20,091,20091,053603,2045,12
041331__2023__277,"1101 JACKSON ST SW, GRAVETTE, AR, 72736",Match,Exact,"1101 JACKSON ST SW, GRAVETTE, AR, 72736","-94.458167529998,36.412202963589",-94.458167529998,36.412202963589,639304335,R,05,007,05007,021001,4033,12
400138__2023__404,"CARR. PR-2 KM 11.6 (INTERIOR), BAYAMON, PR, 00959",No_Match,,,,,,,,,,,,,3
190201__2024__064,"4200 NELSON RD, LAKE CHARLES, LA, 70605",Match,Exact,"4200 NELSON RD, LAKE CHARLES, LA, 70605","-93.249382418801,30.18152633976",-93.249382418801,30.18152633976,88437433,R,22,019,22019,001907,3000,12
443303__2024__128,"2018 CLINCH AVENUE, KNOXVILLE, TN, 37901",Match,Non_Exact,"2018 CLINCH AVE, KNOXVILLE, TN, 37916","-83.937784046394,35.956506644431",-83.937784046394,35.956506644431,42620113,L,47,093,47093,006901,2013,12
280065__2023__201,"601 W LEOTA ST, NORTH PLATTE, NE, 69101",Match,Exact,"601 W LEOTA ST, NORTH PLATTE, NE, 69101","-100.767877027426,41.120808331147",-100.767877027426,41.120808331147,656580148,L,31,111,31111,960500,3019,12
271304__2023__323,"1501 ST CHARLES STREET, FORT BENTON, MT, 59442",Match,Exact,"1501 SAINT CHARLES ST, FORT BENTON, MT, 59442","-110.672903916186,47.820254009177",-110.672903916186,47.820254009177,162479498,R,30,015,30015,010200,2098,12
650003__2023__395,"133 ROUTE 3, DEDEDO, GU, 96929",No_Match,,,,,,,,,,,,,3
360096__2023__224,"425 WEST FIFTH STREET, EAST LIVERPOOL, OH, 43920",Match,Exact,"425 W 5TH ST, EAST LIVERPOOL, OH, 43920","-80.585605922144,40.621284370691",-80.585605922144,40.621284370691,63641556,L,39,029,39029,952100,2017,12
490089__2023__281,"180, ROCKY MOUNT, VA, 24151",No_Match,,,,,,,,,,,,,3
490089__2023__280,"180 FLOYD AVE, ROCKY MOUNT, VA, 24151",Match,Exact,"180 FLOYD AVE, ROCKY MOUNT, VA, 24151","-79.890354184834,36.994492392843",-79.890354184834,36.994492392843,56385746,L,51,067,51067,020801,2019,12
150057__2023__247,"1201 HADLEY ROAD, MOORESVILLE, IN, 46158",Match,Exact,"1201 HADLEY RD, MOORESVILLE, IN, 46158","-86.355941467741,39.609289754674",-86.355941467741,39.609289754674,652494337,R,18,109,18109,510201,3008,12
454107__2023__050,"5314 DASHWOOD DRIVE, HOUSTON, TX, 77081",Match,Exact,"5314 DASHWOOD DR, HOUSTON, TX, 77081","-95.472798590204,29.707526488136",-95.472798590204,29.707526488136,96033566,R,48,201,48201,421501,2007,12
390178__2024__228,"110 NORTH MAIN STREET, GREENVILLE, PA, 16125",Match,Exact,"110 N MAIN ST, GREENVILLE, PA, 16125","-80.372424462306,41.411157087502",-80.372424462306,41.411157087502,70639388,L,42,085,42085,032200,2000,12
190313__2023__268,"5620 READ BOULEVARD, NEW ORLEANS, LA, 70127",Match,Exact,"5620 READ BLVD, NEW ORLEANS, LA, 70127","-89.971960386059,30.031113212905",-89.971960386059,30.031113212905,191749737,L,22,071,22071,001736,1002,12
371303__2024__355,"501 SOUTH LL MALES AVENUE, CHEYENNE, OK, 73628",No_Match,,,,,,,,,,,,,3
050498__2023__223,"11815 EDUCATION STREET, AUBURN, CA, 95602",Match,Exact,"11815 EDUCATION ST, AUBURN, CA, 95602","-121.101122765467,38.944357155199",-121.101122765467,38.944357155199,106766644,R,06,061,06061,021603,1011,12
241347__2023__425,"112 SAINT OLAF AVENUE, CANBY, MN, 56220",Tie,,,,,,,,,,,,,3
400128__2023__414,"PONCE DE LEON #435, HATO REY, PR, 00917",Match,Non_Exact,"435 AVE PONCE DE LEON, HATO REY, PR, 00917","-66.056285040116,18.419901580193",-66.056285040116,18.419901580193,206609107,L,72,127,72127,006301,1005,12
400128__2023__415,"PONCE DE LEON, HATO REY, PR, 00917",No_Match,,,,,,,,,,,,,3
190128__2023__021,"100 WOMANS WAY, BATON ROUGE, LA, 70817",Match,Exact,"100 WOMANS WAY, BATON ROUGE, LA, 70817","-91.037767616453,30.38488653771",-91.037767616453,30.38488653771,639283797,L,22,033,22033,004509,2019,12
400112__2024__390,"STREET 3 KM 8.3 65 INFANTERIA AVE., CAROLINA, PR, 00984",No_Match,,,,,,,,,,,,,3
