cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,external_manual_rank,provider_year_key,provider_name,state_abbr,street_address,city,zip5,external_manual_lane,reviewer_decision,manual_geocode_source,manual_geocode_match_type,reviewed_by,reviewed_at,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
370056,2024,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,11,370056__2024,COMANCHE COUNTY MEMORIAL HOSPITAL,OK,3401 W GORE,LAWTON,73502,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
210034,2024,assign_county,24510,"Baltimore city, Maryland",0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_census_geographies_residual_retry / exact_street_address assigned Baltimore city, Maryland (24510) for provider 210034 fiscal year 2024 at confidence 0.95. Reviewer note: Accepted by residual Census retry in report-only mode: Exact match from `provider_original` to 3001 S HANOVER ST, BALTIMORE, MD, 21225, county Baltimore city, Maryland (24510); source promotion remains blocked.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,12,210034__2024,MEDSTAR HARBOR HOSPITAL,MD,3001 SOUTH HANOVER STREET,BALTIMORE,21225,same_city_unresolved_after_census_external_geocoder,accept,official_census_geographies_residual_retry,exact_street_address,codex_residual_census_retry,2026-06-04T17:32:06.742722+00:00,accepted,,False
190204,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,13,190204__2023,OCHSNER MEDICAL CENTER -NORTHSHORE,LA,100 MEDICAL CENTER DRIVE,SLIDELL,70461,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
190054,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,14,190054__2023,IBERIA MEDICAL CENTER,LA,2315 W MAIN STREET,NEW IBERIA,70562,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
474001,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,15,474001__2023,BRATTLEBORO RETREAT,VT,ANNA MARSH LANE,BRATTLEBORO,05302,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
514009,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,16,514009__2024,MILDRED MITCHELL-BATEMAN HOSPITAL,WV,1530 NORWAY AVENUE,HUNTINGTON,25706,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
054089,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,17,054089__2024,JEWISH HOME FOR THE AGED,CA,302 SILVER AVENUE,SAN FRANCISCO,94112,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
670112,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,18,670112__2024,CUMBERLAND SURGICAL HOSPITAL,TX,5330 NORTH LOOP 1604 WEST,SAN ANTONIO,78249,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
343025,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,19,343025__2023,CAREPARTNERS REHAB HOSPITAL,NC,68 SWEETEN CREEK ROAD,ASHEVILLE,28803,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
212002,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,20,212002__2024,WESTERN MARYLAND HOSPITAL CENTER,MD,1500 PENNSYLVANIA AVENUE,HAGERSTOWN,21740,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
190044,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,21,190044__2023,ACADIA GENERAL HOSPITAL,LA,190044,CROWLEY,70526,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
103052,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,22,103052__2023,ENCOMPASS HEALTH REHABILITATION HOSP,FL,11595 BURNT MILL ROAD,JACKSONVILLE,32256,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
670265,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,23,670265__2024,LEGENT ORTHOPEDIC HOSPITAL CARROLLTO,TX,1401 EAST TRINITY MILLS ROAD,CARROLLTON,75007,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
054149,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,24,054149__2024,WILLOW ROCK CENTER,CA,22050 FAIRMONT DRIVE,SAN LEANDRO,94578,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
213300,2024,assign_county,24510,"Baltimore city, Maryland",0.9500,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: official_census_geographies_residual_retry / exact_street_address assigned Baltimore city, Maryland (24510) for provider 213300 fiscal year 2024 at confidence 0.95. Reviewer note: Accepted by residual Census retry in report-only mode: Exact match from `provider_original` to 1708 W ROGERS AVE, BALTIMORE, MD, 21209, county Baltimore city, Maryland (24510); source promotion remains blocked.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,25,213300__2024,MT WASHINGTON PEDIATRICS,MD,1708 WEST ROGERS AVENUE,BALTIMORE,21209,same_city_unresolved_after_census_external_geocoder,accept,official_census_geographies_residual_retry,exact_street_address,codex_residual_census_retry,2026-06-04T17:32:06.742722+00:00,accepted,,False
400016,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,26,400016__2023,AUXILIO MUTUO HOSPITAL,PR,PONCE DE LEON,SAN JUAN,00919,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400044,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,27,400044__2023,SAN LUCAS PONCE,PR,917 AVE TITO CASTRO,PONCE,00733,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400061,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,28,400061__2024,UNIVERSITY DISCTRICT HOSPITAL,PR,BO. MONACILLO,SAN JUAN,00922,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400127,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,29,400127__2024,ADMIN DE SERVICIOS MEDICOS DE PR,PR,CENTRO MEDICO,SAN JUAN,00922,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400015,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,30,400015__2024,SAN JUAN MUNICIPAL HOSPITAL,PR,RIO PIEDRAS STATION,SAN JUAN,00928,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400098,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,31,400098__2023,HOSPITAL SAN FRANCISCO,PR,DE DIEGO AVE. #371,RIO PIEDRAS,00923,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400106,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,32,400106__2023,HOSPITAL METROPOLITANO,PR,21 #1785,RIO PIEDRAS,00922,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400022,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,33,400022__2023,HOSPITAL DAMAS,PR,2213 PONCE BY PASS,PONCE,00717,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
224045,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,34,224045__2023,HOSPITAL FOR BEHAVIORAL MEDICINE,MA,100 CENTURY DR,WORCESTER,01606,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
400006,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,35,400006__2023,DOCTORS CENTER HOSPITAL SAN JUAN I,PR,1395 SAN RAFAEL ST. PDA. 20,SAN JUAN,00910,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
450874,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,36,450874__2023,BAYLOR SURGICAL HOSPITAL LAS COLINAS,TX,400 W I-635 SUITE 101,IRVING,75063,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
403301,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,37,403301__2024,UNIVERSITY PEDIATRIC HOSPITAL,PR,PO BOX 191079,SAN JUAN,00910,same_city_unresolved_after_census_external_geocoder,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
050224,2023,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,38,050224__2023,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,CA,ONE HOAG DRIVE,NEWPORT BEACH,92658,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
050367,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,39,050367__2023,NORTHBAY HOSPITAL GROUP,CA,1200 B. GALE WILSON BLVD,FAIRFIELD,94533,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
390180,2023,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,40,390180__2023,CROZER CHESTER MEDICAL CENTER,PA,ONE MEDICAL CENTER BLVD.,UPLAND,19013,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
250141,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,41,250141__2023,BAPTIST MEM HOSPITAL DESOTO,MS,7601 SOUTHCREST,SOUTHAVEN,38671,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
220084,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,42,220084__2023,EMERSON HOSPITAL,MA,113 ORNC,CONCORD,01742,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
150015,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,43,150015__2023,FRANCISCAN HEALTH MICHIGAN CITY,IN,3500 FRANCISCAN WAY,MICHIGAN CITY,46360,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
100189,2023,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,44,100189__2023,HCA FLORIDA NORTHWEST HOSPITAL,FL,2801 NORTH STATE ROAD 7,MARGATE,33063,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
100269,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,45,100269__2024,HCA FLORIDA PALMS WEST HOSPITAL,FL,13001 STATE ROAD 80,LOXAHATCHEE,33470,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
140164,2024,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,46,140164__2024,MEMORIAL HOSPITAL OF CARBONDALE,IL,405 W. JACKSON ST.,CARBONDALE,62902,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
264010,2024,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,47,264010__2024,ST. LOUIS FORENSIC TREATMENT CENTER,MO,500 ARSENAL STREET,ST.LOUIS,63119,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
110192,2024,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,48,110192__2024,PIEDMONT EASTSIDE MEDICAL CENTER,GA,1700 MEDICAL WAY,SNELLVILLE,30278,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
100224,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,49,100224__2024,HCA FLORIDA WOODMONT HOSPITAL,FL,7201 UNIVERSITY DRIVE,TAMARAC,33321,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
440068,2023,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,50,440068__2023,ATHENS REGIONAL MEDICAL CENTER,TN,1114 MADISON AVENUE,ATHENS,37303,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
440194,2024,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,51,440194__2024,TRISTAR HENDERSONVILLE MEDICAL CENTE,TN,355 NEW SHACKLE ISLAND,HENDERSONVILLE,37215,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
140008,2024,assign_county,,,,Held after residual Census retry: No Census geographies match from residual retry variants.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,52,140008__2024,GOTTLIEB MEMORIAL HOSPITAL,IL,8700 WEST NORTH AVENUE,MELROSE PARK,60160,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: No Census geographies match from residual retry variants.,False
054154,2023,assign_county,,,,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,output/institutional_anchor_provider_geocode_external_manual_residual_census_retry_results.csv,external_manual_geocode_review_confirmed,2026-06-04T17:32:42.786685+00:00,53,054154__2023,SAN JOSE BEHAVIORAL HEALTH,CA,455 SILICON VALLEY BLVD,SANN JOSE,95138,external_geocoder_required_no_local_candidate,hold,,,,,held_or_rejected,Held after residual Census retry: Residual Census retry produced context but not enough evidence for automatic acceptance.,False
