cms_provider_number,fiscal_year,manual_review_decision,manual_fips,manual_county_name,manual_geocode_confidence,manual_review_note,acceptance_source,acceptance_action,accepted_at,external_manual_rank,provider_year_key,provider_name,state_abbr,street_address,city,zip5,external_manual_lane,reviewer_decision,manual_geocode_source,manual_geocode_match_type,reviewed_by,reviewed_at,acceptance_status,acceptance_issue,production_model_rank_or_dashboard_change
100224,2024,assign_county,12011,"Broward County, Florida",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Broward County, Florida (12011) for provider 100224 fiscal year 2024 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Broward County, Florida (12011) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: HCA Florida Woodmont Hospital, 7201, North University Drive, Tamarac, Broward County, Florida, 33321, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,44,100224__2024,HCA FLORIDA WOODMONT HOSPITAL,FL,7201 UNIVERSITY DRIVE,TAMARAC,33321,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
440068,2023,assign_county,47107,"McMinn County, Tennessee",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned McMinn County, Tennessee (47107) for provider 440068 fiscal year 2023 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to McMinn County, Tennessee (47107) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: Starr Regional Medical Center, 1114, West Madison Avenue, Avalon Heights, Athens, McMinn County, East Tennessee, Tennessee, 37303, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,45,440068__2023,ATHENS REGIONAL MEDICAL CENTER,TN,1114 MADISON AVENUE,ATHENS,37303,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
440194,2024,assign_county,47165,"Sumner County, Tennessee",0.8200,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,46,440194__2024,TRISTAR HENDERSONVILLE MEDICAL CENTE,TN,355 NEW SHACKLE ISLAND,HENDERSONVILLE,37215,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,False
140008,2024,assign_county,17031,"Cook County, Illinois",0.7800,Held by strict OSM/Nominatim external geocoder review: house_number_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,47,140008__2024,GOTTLIEB MEMORIAL HOSPITAL,IL,8700 WEST NORTH AVENUE,MELROSE PARK,60160,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: house_number_not_supported; confidence_below_0_90.,False
110023,2023,assign_county,13129,"Gordon County, Georgia",0.8200,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,48,110023__2023,ADVENTHEALTH GORDON,GA,1035 RED BUD ROAD,CALHOUN,30703,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,False
230193,2023,assign_county,26087,"Lapeer County, Michigan",0.8200,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,49,230193__2023,MCLAREN LAPEER REGION,MI,1375 NORTH MAIN STREET,LAPEER,48436,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,False
460013,2024,assign_county,49049,"Utah County, Utah",0.7800,Held by strict OSM/Nominatim external geocoder review: house_number_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,50,460013__2024,MOUNTAIN VIEW HOSPITAL,UT,1000 EAST 100 NORTH,PAYSON,84651,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: house_number_not_supported; confidence_below_0_90.,False
450587,2024,assign_county,,,,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,51,450587__2024,HENDRICK MEDICAL CENTER BROWNWOOD,TX,1501 BURNET DRIVE,BROWNWOOD,76804,external_geocoder_required_no_local_candidate,hold,,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,False
440065,2024,assign_county,47147,"Robertson County, Tennessee",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Robertson County, Tennessee (47147) for provider 440065 fiscal year 2024 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Robertson County, Tennessee (47147) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: TriStar NorthCrest Medical Center, 100, Northcrest Drive, Springfield, Robertson County, Middle Tennessee, Tennessee, 37172, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,52,440065__2024,NORTHCREST MEDICAL CENTER,TN,100 NORTHCREST DRIVE,SPRINGFIELD,37172,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
061317,2023,assign_county,08045,"Garfield County, Colorado",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Garfield County, Colorado (08045) for provider 061317 fiscal year 2023 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Garfield County, Colorado (08045) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: Grand River Medical Center, 501, Airport Road, Rifle, Garfield County, Colorado, 81650, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,53,061317__2023,GRAND RIVER HOSPITAL DISTRICT,CO,501 AIRPORT ROAD,RIFLE,81650,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
100320,2024,assign_county,,,,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,54,100320__2024,HCA FLORIDA POINCIANA HOSPITAL,FL,325 CYPRESS PARKWAY,KISSIMMMEE,34758,external_geocoder_required_no_local_candidate,hold,,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,False
190014,2023,assign_county,22101,"St. Mary Parish, Louisiana",0.7800,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,55,190014__2023,OCHSNER ST. MARY,LA,1125 MARGUERITE STREET,MORGAN CITY,70308,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: postcode_not_supported; confidence_below_0_90.,False
110128,2024,assign_county,,,,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,56,110128__2024,MEADOWS REGIONAL MEDICAL CENTER,GA,1 MEADOWS PARKWAY,VIDALIA,30474,external_geocoder_required_no_local_candidate,hold,,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,False
194114,2023,assign_county,22095,"St. John the Baptist Parish, Louisiana",0.8800,Held by strict OSM/Nominatim external geocoder review: confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,57,194114__2023,RIVER PLACE BEHAVIORAL HEALTH,LA,500 RUE DE SANTE,LAPLACE,70068,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: confidence_below_0_90.,False
170006,2024,assign_county,,,,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,58,170006__2024,VIA CHRISTI HOSPITAL PITTSBURG INC.,KS,1 MT CARMEL WAY,PITTSBURG,66762,external_geocoder_required_no_local_candidate,hold,,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: no_geocoder_result.,False
380071,2023,assign_county,41071,"Yamhill County, Oregon",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Yamhill County, Oregon (41071) for provider 380071 fiscal year 2023 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Yamhill County, Oregon (41071) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: Willamette Valley Medical Center, 2700, Southeast Stratus Avenue, McMinnville, Yamhill County, Oregon, 97128, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,59,380071__2023,WILLAMETTE VALLEY MEDICAL CENTER,OR,2700 SE STRATUS AVENUE,MCMINNVILLE,97128,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
230095,2024,assign_county,26129,"Ogemaw County, Michigan",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Ogemaw County, Michigan (26129) for provider 230095 fiscal year 2024 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Ogemaw County, Michigan (26129) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: MyMichigan Medical Center West Branch, 2463, South M-30, West Branch, Ogemaw County, Michigan, 48661, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,60,230095__2024,MYMICHIGAN MEDICAL CTR WEST BRAN,MI,2463 S M-30,WEST BRANCH,48661,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
490143,2023,assign_county,51830,"Williamsburg city, Virginia",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Williamsburg city, Virginia (51830) for provider 490143 fiscal year 2023 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Williamsburg city, Virginia (51830) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: Riverside Doctors Hospital Williamsburg, 1500, Commonwealth Avenue, Quarterpath, Williamsburg, Virginia, 23185, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,61,490143__2023,RIVERSIDE DOCTORS HOSPITAL WILLIAMSB,VA,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,23185,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
300014,2024,assign_county,33017,"Strafford County, New Hampshire",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Strafford County, New Hampshire (33017) for provider 300014 fiscal year 2024 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Strafford County, New Hampshire (33017) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: Frisbie Memorial Hospital, 11, Whitehall Road, Rochester, Strafford County, New Hampshire, 03867, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,62,300014__2024,FRISBIE MEMORIAL HOSPITAL,NH,11 WHITEHALL ROAD,ROCHESTER,03867,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
241355,2023,assign_county,27085,"McLeod County, Minnesota",0.7800,Held by strict OSM/Nominatim external geocoder review: house_number_not_supported; confidence_below_0_90.,output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,63,241355__2023,GLENCOE REGIONAL HEALTH SERVICES,MN,705 EAST 18TH STREEET,GLENCOE,55336,external_geocoder_required_no_local_candidate,hold,openstreetmap_nominatim_point_in_county_external_geocoder,,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,held_or_rejected,Held by strict OSM/Nominatim external geocoder review: house_number_not_supported; confidence_below_0_90.,False
370113,2024,assign_county,40041,"Delaware County, Oklahoma",1.0000,"Accepted report-only institutional-anchor CMS provider external/manual geocode review: openstreetmap_nominatim_point_in_county_external_geocoder / external_geocoder_house_zip_city_state_point_county assigned Delaware County, Oklahoma (40041) for provider 370113 fiscal year 2024 at confidence 1.00. Reviewer note: Accepted from strict OSM/Nominatim external geocoder review: returned point maps to Delaware County, Oklahoma (40041) in local county polygons with house number, ZIP, city/state, and supported result type; confidence 1.0. Result: INTEGRIS Grove Hospital, 1001, East 18th Street, Grove, Delaware County, Oklahoma, 74344, United States.. Institutional source promotion remains blocked by source-maturity, leakage, and model-impact gates.",output/institutional_anchor_provider_geocode_external_manual_osm_geocode_results.csv,external_manual_geocode_review_confirmed,2026-06-05T03:25:51.325711+00:00,64,370113__2024,INTEGRIS GROVE HOSPITAL,OK,1001 EAST 18TH STREET,GROVE,74344,external_geocoder_required_no_local_candidate,accept,openstreetmap_nominatim_point_in_county_external_geocoder,external_geocoder_house_zip_city_state_point_county,codex_osm_nominatim_external_geocoder_policy,2026-06-05T03:25:02.457641+00:00,accepted,,False
