fips,county_name,state,overall_rank,opportunity_score,wave3_overlay_rank,wave3_overlay_score,wave3_overlay_adjustment,wave3_net_support,wave3_support_score,wave3_brake_score,wave3_supports,wave3_brakes,wave3_structural_summary
26071,"Iron County, Michigan",MI,12,73.76026499837673,14,73.6891503482519,-0.0711146501248206,-0.0474097667498804,0.5728453549473447,0.6202551216972251,scarcity/amenity balance is strong (0.818); site-thesis support is moderate (0.608),constraint pressure is heavy (0.801); wetlands constraint is heavy (0.771); constraint complexity is moderate (0.584),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.818); site-thesis support is moderate (0.608). Brakes: constraint pressure is heavy (0.801); wetlands constraint is heavy (0.771); constraint complexity is moderate (0.584).
17119,"Madison County, Illinois",IL,13,73.73790652353273,12,73.7838901925239,0.04598366899116452,0.03065577932744301,0.5301733531197105,0.49951757379226747,no major structural supports flagged,wetlands constraint is moderate (0.570),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.570).
18035,"Delaware County, Indiana",IN,14,73.5175436160254,13,73.75627041155619,0.2387267955307865,0.15915119702052433,0.5332379927163924,0.37408679569586806,fragility/support balance is strong (0.681),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.681). Brakes: no major structural brakes flagged.
18177,"Wayne County, Indiana",IN,15,73.24105263399669,15,73.34686309423671,0.10581046024001733,0.07054030682667822,0.46976450127598035,0.3992241944493021,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
18165,"Vermillion County, Indiana",IN,16,72.8183828662706,18,72.71612060216951,-0.10226226410108233,-0.06817484273405489,0.43619968557804184,0.5043745283120967,no major structural supports flagged,constraint pressure is moderate (0.569),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.569).
18095,"Madison County, Indiana",IN,17,72.77008399816228,16,72.99503713058336,0.22495313242107656,0.14996875494738438,0.48962033521833276,0.3396515802709484,fragility/support balance is moderate (0.659); developability is moderate (0.616),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.659); developability is moderate (0.616). Brakes: no major structural brakes flagged.
42107,"Schuylkill County, Pennsylvania",PA,18,72.565345207936,17,72.93733393515734,0.3719887272213287,0.24799248481421915,0.6233524185914151,0.37535993377719595,fragility/support balance is moderate (0.668); optionality is moderate (0.665); site-thesis support is moderate (0.603),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.668); optionality is moderate (0.665); site-thesis support is moderate (0.603). Brakes: no major structural brakes flagged.
39095,"Lucas County, Ohio",OH,19,72.42246208182164,19,72.68749782505942,0.2650357432377832,0.17669049549185545,0.6292214029203268,0.45253090742847135,fragility/support balance is strong (0.747); scarcity/amenity balance is strong (0.711),wetlands constraint is moderate (0.612),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.747); scarcity/amenity balance is strong (0.711). Brakes: wetlands constraint is moderate (0.612).
18135,"Randolph County, Indiana",IN,20,72.38211216848106,20,72.41127296475652,0.029160796275465584,0.01944053085031039,0.40890639759243685,0.38946586674212647,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
17179,"Tazewell County, Illinois",IL,21,71.73830960348505,22,71.90948588671532,0.17117628323026884,0.11411752215351256,0.5564890867407193,0.4423715645872067,fragility/support balance is moderate (0.630); optionality is moderate (0.609),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.630); optionality is moderate (0.609). Brakes: no major structural brakes flagged.
42021,"Cambria County, Pennsylvania",PA,22,71.73049726129034,21,72.05685929132305,0.32636203003270703,0.21757468668847135,0.6137906816508953,0.396215994962424,fragility/support balance is strong (0.670); scarcity/amenity balance is moderate (0.648); optionality is moderate (0.629),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.670); scarcity/amenity balance is moderate (0.648); optionality is moderate (0.629). Brakes: no major structural brakes flagged.
17041,"Douglas County, Illinois",IL,23,71.53117666438588,23,71.71345477572652,0.1822781113406323,0.12151874089375486,0.4445699781879703,0.3230512372942154,fragility/support balance is moderate (0.611),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.611). Brakes: no major structural brakes flagged.
39039,"Defiance County, Ohio",OH,24,71.40848225064178,24,71.49090947525927,0.0824272246174933,0.05495148307832887,0.46019759725919795,0.4052461141808691,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
17199,"Williamson County, Illinois",IL,25,71.36837761000736,25,71.47969370003224,0.11131609002488402,0.07421072668325601,0.6360254204866103,0.5618146938033542,scarcity/amenity balance is strong (0.826); optionality is moderate (0.641); site-thesis support is moderate (0.620),wetlands constraint is moderate (0.658); constraint pressure is moderate (0.570),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.826); optionality is moderate (0.641); site-thesis support is moderate (0.620). Brakes: wetlands constraint is moderate (0.658); constraint pressure is moderate (0.570).
36015,"Chemung County, New York",NY,26,71.13505852047749,29,71.09746033949547,-0.037598180982019114,-0.025065453988012742,0.43928501544454424,0.464350469432557,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
20079,"Harvey County, Kansas",KS,27,71.04883910088732,28,71.10482415591304,0.0559850550257083,0.03732337001713887,0.42805363367029947,0.3907302636531606,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
39151,"Stark County, Ohio",OH,28,70.94616575350005,26,71.20555440071851,0.2593886472184634,0.17292576481230892,0.597174144259127,0.42424837944681804,fragility/support balance is strong (0.672); optionality is moderate (0.614),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.672); optionality is moderate (0.614). Brakes: no major structural brakes flagged.
55037,"Florence County, Wisconsin",WI,29,70.91291701075617,27,71.14901743408471,0.23610042332853654,0.15740028221902436,0.6781408003446326,0.5207405181256083,scarcity/amenity balance is strong (0.832); fragility/support balance is strong (0.709); site-thesis support is strong (0.674),wetlands constraint is heavy (0.730); constraint pressure is moderate (0.654),Wave 3 support is strong; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.832); fragility/support balance is strong (0.709); site-thesis support is strong (0.674). Brakes: wetlands constraint is heavy (0.730); constraint pressure is moderate (0.654).
26145,"Saginaw County, Michigan",MI,30,70.88533742167556,30,71.02054441195439,0.1352069902788262,0.09013799351921747,0.5954948720602233,0.5053568785410059,scarcity/amenity balance is moderate (0.658); fragility/support balance is moderate (0.638),wetlands constraint is moderate (0.662); constraint pressure is moderate (0.558),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is moderate (0.658); fragility/support balance is moderate (0.638). Brakes: wetlands constraint is moderate (0.662); constraint pressure is moderate (0.558).
17115,"Macon County, Illinois",IL,31,70.57959852810205,31,70.85120128173305,0.27160275363100206,0.18106850242066802,0.5496563409927472,0.36858783857207916,fragility/support balance is strong (0.674),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.674). Brakes: no major structural brakes flagged.
55067,"Langlade County, Wisconsin",WI,32,70.44503290105209,32,70.5885147957774,0.14348189472531453,0.09565459648354302,0.6489281130167474,0.5532735165332043,scarcity/amenity balance is strong (0.807); fragility/support balance is moderate (0.663); site-thesis support is moderate (0.663),wetlands constraint is heavy (0.764); constraint pressure is heavy (0.712),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.807); fragility/support balance is moderate (0.663); site-thesis support is moderate (0.663). Brakes: wetlands constraint is heavy (0.764); constraint pressure is heavy (0.712).
09015,"Windham County, Connecticut",CT,33,70.19837338841067,33,70.19202198664726,-0.006351401763405984,-0.004234267842270656,0.44611760046001947,0.4503518683022901,no major structural supports flagged,wetlands constraint is moderate (0.647),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.647).
18041,"Fayette County, Indiana",IN,34,69.9171223799153,38,69.90708477981461,-0.010037600100685884,-0.006691733400457256,0.4016058962453588,0.40829762964581606,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
18161,"Union County, Indiana",IN,35,69.77075015840346,34,70.11784578415006,0.34709562574659913,0.2313970838310661,0.6611929339109985,0.42979585007993243,fragility/support balance is strong (0.726); scarcity/amenity balance is strong (0.690); optionality is strong (0.687),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.726); scarcity/amenity balance is strong (0.690); optionality is strong (0.687). Brakes: no major structural brakes flagged.
24001,"Allegany County, Maryland",MD,36,69.76053442593438,37,69.97585116064495,0.21531673471057172,0.14354448980704781,0.5574004098713068,0.413855920064259,optionality is moderate (0.616),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.616). Brakes: no major structural brakes flagged.
21089,"Greenup County, Kentucky",KY,37,69.71387746352026,39,69.89903541709896,0.18515795357869141,0.12343863571912761,0.5714041835529045,0.44796554783377684,optionality is moderate (0.616); fragility/support balance is moderate (0.612),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.616); fragility/support balance is moderate (0.612). Brakes: no major structural brakes flagged.
17083,"Jersey County, Illinois",IL,38,69.70960724340293,40,69.69605873797117,-0.013548505431752345,-0.009032336954501563,0.5055094439515302,0.5145417809060318,no major structural supports flagged,constraint pressure is moderate (0.591),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.591).
36003,"Allegany County, New York",NY,39,69.65339385736235,42,69.62702109295007,-0.026372764412273902,-0.017581842941515935,0.45915333216823717,0.4767351751097531,no major structural supports flagged,constraint pressure is heavy (0.681),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.681).
51195,"Wise County, Virginia",VA,40,69.63921543079752,35,70.10214773868765,0.4629323078901273,0.3086215385934182,0.6599812867346625,0.3513597481412443,fragility/support balance is strong (0.717); optionality is strong (0.671); scarcity/amenity balance is moderate (0.654),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.717); optionality is strong (0.671); scarcity/amenity balance is moderate (0.654). Brakes: no major structural brakes flagged.
18167,"Vigo County, Indiana",IN,41,69.54199334651847,43,69.55274209941307,0.010748752894597202,0.0071658352630648015,0.5194237431164066,0.5122579078533418,no major structural supports flagged,wetlands constraint is moderate (0.613),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.613).
39035,"Cuyahoga County, Ohio",OH,42,69.5253737472327,36,70.06501525085193,0.5396415036192213,0.35976100241281417,0.6724659873135206,0.3127049849007064,fragility/support balance is strong (0.799); scarcity/amenity balance is strong (0.678); developability is moderate (0.656),no major structural brakes flagged,Wave 3 support is strong; structural brakes are light. Supports: fragility/support balance is strong (0.799); scarcity/amenity balance is strong (0.678); developability is moderate (0.656). Brakes: no major structural brakes flagged.
55141,"Wood County, Wisconsin",WI,43,69.48105597976765,46,69.46218996100096,-0.018866018766693193,-0.012577345844462129,0.575312878604625,0.5878902244490871,scarcity/amenity balance is strong (0.730),wetlands constraint is heavy (0.789); constraint pressure is moderate (0.620),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.730). Brakes: wetlands constraint is heavy (0.789); constraint pressure is moderate (0.620).
36007,"Broome County, New York",NY,44,69.43504235246462,47,69.38520383589287,-0.04983851657176061,-0.033225677714507074,0.45407936876419386,0.48730504647870093,no major structural supports flagged,constraint pressure is moderate (0.610),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.610).
39099,"Mahoning County, Ohio",OH,45,69.42571607714817,44,69.5387299516851,0.11301387453693623,0.07534258302462415,0.5669036848142619,0.49156110178963774,fragility/support balance is moderate (0.639),wetlands constraint is moderate (0.563); constraint pressure is moderate (0.560),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.639). Brakes: wetlands constraint is moderate (0.563); constraint pressure is moderate (0.560).
39155,"Trumbull County, Ohio",OH,46,69.31212831887152,45,69.52063415870761,0.20850583983609255,0.1390038932240617,0.627724911271931,0.48872101804786927,scarcity/amenity balance is strong (0.710); fragility/support balance is strong (0.684); optionality is moderate (0.623),wetlands constraint is heavy (0.673),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.710); fragility/support balance is strong (0.684); optionality is moderate (0.623). Brakes: wetlands constraint is heavy (0.673).
51111,"Lunenburg County, Virginia",VA,47,69.17570954859781,50,69.216610573758,0.040901025160194726,0.027267350106796484,0.45646979207617433,0.42920244196937785,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
39023,"Clark County, Ohio",OH,48,69.17436804491159,41,69.66761350310463,0.4932454581930402,0.3288303054620268,0.6552670345780511,0.32643672911602434,fragility/support balance is strong (0.772); developability is moderate (0.656); optionality is moderate (0.633),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.772); developability is moderate (0.656); optionality is moderate (0.633). Brakes: no major structural brakes flagged.
36017,"Chenango County, New York",NY,49,69.01561195784637,53,69.07067752788187,0.05506557003549867,0.03671038002366578,0.5312682587477225,0.49455787872405677,no major structural supports flagged,constraint pressure is moderate (0.626),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.626).
42097,"Northumberland County, Pennsylvania",PA,50,68.98400111745302,51,69.17747796672671,0.19347684927368994,0.12898456618245996,0.6180749465133374,0.48909038033087743,scarcity/amenity balance is strong (0.694); optionality is moderate (0.657); fragility/support balance is moderate (0.626),fragility pressure is moderate (0.557),Wave 3 support is moderate; structural brakes are moderate. Supports: scarcity/amenity balance is strong (0.694); optionality is moderate (0.657); fragility/support balance is moderate (0.626). Brakes: fragility pressure is moderate (0.557).
18117,"Orange County, Indiana",IN,51,68.94567898318684,48,69.26102683152514,0.31534784833830054,0.21023189889220034,0.6531785898421101,0.44294669094990974,fragility/support balance is strong (0.702); optionality is strong (0.694); scarcity/amenity balance is strong (0.693),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.702); optionality is strong (0.694); scarcity/amenity balance is strong (0.693). Brakes: no major structural brakes flagged.
18163,"Vanderburgh County, Indiana",IN,52,68.85968520678577,55,69.00884538163997,0.14916017485420083,0.09944011656946722,0.5397583780118207,0.4403182614423535,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
54049,"Marion County, West Virginia",WV,53,68.8029870254605,52,69.11498371240523,0.3119966869447336,0.20799779129648904,0.5511780541723161,0.3431802628758271,fragility/support balance is moderate (0.665); optionality is moderate (0.634),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.665); optionality is moderate (0.634). Brakes: no major structural brakes flagged.
20049,"Elk County, Kansas",KS,54,68.79291823081039,59,68.63135684214468,-0.16156138866570868,-0.10770759244380579,0.36702910758835844,0.4747367000321642,no major structural supports flagged,fragility pressure is moderate (0.621),Wave 3 support is thin; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: fragility pressure is moderate (0.621).
18055,"Greene County, Indiana",IN,55,68.74161924305885,60,68.61031346978308,-0.13130577327576282,-0.08753718218384188,0.437595383182788,0.5251325653666299,no major structural supports flagged,constraint pressure is moderate (0.623),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.623).
17105,"Livingston County, Illinois",IL,56,68.73017781930751,56,68.96205949285398,0.23188167354647388,0.15458778236431592,0.4555043986462513,0.3009166162819354,fragility/support balance is moderate (0.638),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.638). Brakes: no major structural brakes flagged.
51590,"Danville city, Virginia",VA,57,68.68494556964637,49,69.25537370436594,0.5704281347195641,0.3802854231463761,0.7009996964681813,0.3207142733218052,fragility/support balance is strong (0.796); developability is strong (0.729); optionality is strong (0.698),no major structural brakes flagged,Wave 3 support is strong; structural brakes are light. Supports: fragility/support balance is strong (0.796); developability is strong (0.729); optionality is strong (0.698). Brakes: no major structural brakes flagged.
39113,"Montgomery County, Ohio",OH,58,68.66007879746495,54,69.01357304681207,0.35349424934712137,0.23566283289808093,0.5938414304615847,0.35817859756350373,fragility/support balance is strong (0.707); optionality is moderate (0.648),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is strong (0.707); optionality is moderate (0.648). Brakes: no major structural brakes flagged.
26025,"Calhoun County, Michigan",MI,59,68.65287269747361,57,68.82671247513916,0.17383977766555125,0.1158931851103675,0.559906039062466,0.44401285395209855,fragility/support balance is strong (0.720),wetlands constraint is heavy (0.719),Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is strong (0.720). Brakes: wetlands constraint is heavy (0.719).
20001,"Allen County, Kansas",KS,60,68.58549710741518,61,68.59590887192364,0.010411764508466509,0.006941176338977673,0.4326541466901114,0.4257129703511337,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
17021,"Christian County, Illinois",IL,61,68.53736790598842,58,68.77041698155534,0.23304907556692597,0.15536605037795065,0.5309870750533128,0.3756210246753621,fragility/support balance is moderate (0.653),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: fragility/support balance is moderate (0.653). Brakes: no major structural brakes flagged.
18175,"Washington County, Indiana",IN,62,68.48796585130054,65,68.44602288123725,-0.0419429700632902,-0.02796198004219347,0.4752194304085611,0.5031814104507546,no major structural supports flagged,constraint pressure is moderate (0.634),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.634).
40111,"Okmulgee County, Oklahoma",OK,63,68.48763852382748,74,68.08500175525954,-0.4026367685679461,-0.26842451237863074,0.36883450437459475,0.6372590167532255,no major structural supports flagged,constraint pressure is heavy (0.684); constraint complexity is moderate (0.655); fragility pressure is moderate (0.640),Wave 3 support is thin; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is heavy (0.684); constraint complexity is moderate (0.655); fragility pressure is moderate (0.640).
17005,"Bond County, Illinois",IL,64,68.47677576835348,67,68.40372710757292,-0.07304866078055161,-0.04869910718703441,0.4125166144523466,0.461215721639381,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
01031,"Coffee County, Alabama",AL,65,68.4394420226623,69,68.3339499458325,-0.10549207682980336,-0.0703280512198689,0.4287409135702804,0.4990689647901493,no major structural supports flagged,wetlands constraint is moderate (0.609),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is moderate (0.609).
17095,"Knox County, Illinois",IL,66,68.42094374355523,63,68.57539599375771,0.1544522502024879,0.1029681668016586,0.5062679128077623,0.4032997460061037,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
17143,"Peoria County, Illinois",IL,67,68.38983188219169,64,68.55166008247275,0.1618282002810688,0.10788546685404587,0.5771933329613367,0.4693078661072908,optionality is moderate (0.633); fragility/support balance is moderate (0.633),constraint pressure is moderate (0.576),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.633); fragility/support balance is moderate (0.633). Brakes: constraint pressure is moderate (0.576).
42073,"Lawrence County, Pennsylvania",PA,68,68.37088937539774,62,68.58095725578413,0.21006788038639543,0.14004525359093029,0.5689749523945441,0.4289296988036138,fragility/support balance is moderate (0.632); optionality is moderate (0.618),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: fragility/support balance is moderate (0.632); optionality is moderate (0.618). Brakes: no major structural brakes flagged.
17195,"Whiteside County, Illinois",IL,69,68.3185733237324,66,68.4061673074041,0.08759398367171095,0.05839598911447397,0.5107571838641822,0.45236119474970826,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
37169,"Stokes County, North Carolina",NC,70,68.25308123775753,68,68.36504133528243,0.11196009752490421,0.07464006501660281,0.5143441635341374,0.43970409851753456,optionality is moderate (0.632),no major structural brakes flagged,Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.632). Brakes: no major structural brakes flagged.
37191,"Wayne County, North Carolina",NC,71,68.24994361807022,78,67.94459284348477,-0.3053507745854447,-0.20356718305696314,0.38399621654698385,0.587563399603947,no major structural supports flagged,wetlands constraint is heavy (0.686); fragility pressure is moderate (0.564); constraint complexity is moderate (0.559),Wave 3 support is thin; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.686); fragility pressure is moderate (0.564); constraint complexity is moderate (0.559).
18067,"Howard County, Indiana",IN,72,68.21662678405475,70,68.32177643533099,0.10514965127623296,0.07009976751748864,0.4624257637613491,0.39232599624386044,no major structural supports flagged,no major structural brakes flagged,Wave 3 support is moderate; structural brakes are light. Supports: no major structural supports flagged. Brakes: no major structural brakes flagged.
18125,"Pike County, Indiana",IN,73,68.18433861531832,72,68.1352897193896,-0.04904889592872236,-0.03269926395248157,0.5352877240650317,0.5679869880175132,optionality is moderate (0.614),wetlands constraint is moderate (0.656); constraint pressure is moderate (0.599),Wave 3 support is moderate; structural brakes are moderate. Supports: optionality is moderate (0.614). Brakes: wetlands constraint is moderate (0.656); constraint pressure is moderate (0.599).
29115,"Linn County, Missouri",MO,74,68.1416569361242,83,67.76617033848274,-0.37548659764146847,-0.25032439842764564,0.35774570016516927,0.6080700985928149,no major structural supports flagged,constraint pressure is moderate (0.658); constraint complexity is moderate (0.633); fragility pressure is moderate (0.583),Wave 3 support is thin; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: constraint pressure is moderate (0.658); constraint complexity is moderate (0.633); fragility pressure is moderate (0.583).
15005,"Kalawao County, Hawaii",HI,75,68.11026373823654,76,68.04707449050669,-0.06318924772985579,-0.042126165153237194,0.4886728963989899,0.5307990615522271,no major structural supports flagged,wetlands constraint is heavy (0.699),Wave 3 support is moderate; structural brakes are moderate. Supports: no major structural supports flagged. Brakes: wetlands constraint is heavy (0.699).
