batch_id,census_input_address,census_match_status,census_match_type,census_matched_address,census_coordinates,census_lon,census_lat,census_tigerline_id,census_tigerline_side,census_state_fips,census_county_fips,candidate_fips,census_tract,census_block,census_raw_field_count
110128__2024__0086,"1 MEADOWS PARKWAY, VIDALIA, GA, 30474",No_Match,,,,,,,,,,,,,3
341317__2023__0116,"1570 NC 8 AND 89 HWY N, DANBURY, NC, 27016",Tie,,,,,,,,,,,,,3
341317__2023__0117,"1570 NC 8 & 89 HIGHWAY NORTH, DANBURY, NC, 27016",Tie,,,,,,,,,,,,,3
660001__2023__0181,"LOWER NAVY HILL ROAD, SAIPAN, MP, 96950",No_Match,,,,,,,,,,,,,3
660001__2023__0180,"LOWER NAVY HILL RD, SAIPAN, MP, 96950",No_Match,,,,,,,,,,,,,3
341317__2023__0115,"1570 NC 8 & 89 HWY N, DANBURY, NC, 27016",Tie,,,,,,,,,,,,,3
400106__2023__0045,"21, RIO PIEDRAS, PR, 00922",No_Match,,,,,,,,,,,,,3
400106__2023__0044,"21 #1785, RIO PIEDRAS, PR, 00922",No_Match,,,,,,,,,,,,,3
400048__2024__0166,"AVENUE PEDRO ALBIZU CAMPOS, GUAYAMA, PR, 00785",No_Match,,,,,,,,,,,,,3
400048__2024__0165,"AVE PEDRO ALBIZU CAMPOS, GUAYAMA, PR, 00785",No_Match,,,,,,,,,,,,,3
400004__2024__0169,"SERGIO CUEVAS BUSTAMTE, SANJUAN, PR, 00969",No_Match,,,,,,,,,,,,,3
400012__2024__0190,"CENTRO MEDICO, PO BOX 191811 SAN JUAN, PR, 00919",No_Match,,,,,,,,,,,,,3
231325__2024__0104,"515 QUATER STREET, GLADWIN, MI, 48624",Match,Non_Exact,"515 QUARTER ST, GLADWIN, MI, 48624","-84.49533336183,43.976592050772",-84.49533336183,43.976592050772,110422683,R,26,051,26051,000700,4005,12
194114__2023__0085,"500 RUE DE SANTE, LAPLACE, LA, 70068",No_Match,,,,,,,,,,,,,3
054154__2023__0078,"455 SILICON VALLEY BOULEVARD, SANN JOSE, CA, 95138",Match,Non_Exact,"455 SILICON VALLEY BLVD, SAN JOSE, CA, 95138","-121.772689717407,37.247983594526",-121.772689717407,37.247983594526,638047012,L,06,085,06085,512001,4025,12
054154__2023__0077,"455 SILICON VALLEY BLVD, SANN JOSE, CA, 95138",Match,Non_Exact,"455 SILICON VALLEY BLVD, SAN JOSE, CA, 95138","-121.772689717407,37.247983594526",-121.772689717407,37.247983594526,638047012,L,06,085,06085,512001,4025,12
213300__2024__0032,"1708 WEST ROGERS AVENUE, BALTIMORE, MD, 21209",Match,Exact,"1708 W ROGERS AVE, BALTIMORE, MD, 21209","-76.653512670113,39.362151954069",-76.653512670113,39.362151954069,206431990,R,24,510,24510,271501,4008,12
403301__2024__0055,"PO BOX 191079, SAN JUAN, PR, 00910",No_Match,,,,,,,,,,,,,3
450788__2024__0011,"7101 SOUTH PADRE ISLAND DRIVE, CORPUS CHRISTI, TX, 78412",No_Match,,,,,,,,,,,,,3
264010__2024__0071,"500 ARSENAL STREET, ST.LOUIS, MO, 63119",Match,Non_Exact,"500 ARSENAL ST, SAINT LOUIS, MO, 63118","-90.210440180859,38.594973282258",-90.210440180859,38.594973282258,605131570,L,29,510,29510,124600,1024,12
514009__2024__0023,"1530 NORWAY AVENUE, HUNTINGTON, WV, 25706",No_Match,,,,,,,,,,,,,3
453317__2023__0134,"4100 WEST UNIVERSITY DRIVE, PROSPER, TX, 75078",No_Match,,,,,,,,,,,,,3
400032__2023__0153,"CARR., BAYAMON, PR, 00960",No_Match,,,,,,,,,,,,,3
400032__2023__0152,"CARR. #2 KM. 11.7, BAYAMON, PR, 00960",No_Match,,,,,,,,,,,,,3
400032__2023__0155,"CARR, BAYAMON, PR, 00960",No_Match,,,,,,,,,,,,,3
400032__2023__0154,"CARR #2 KM 11 7, BAYAMON, PR, 00960",Tie,,,,,,,,,,,,,3
241355__2023__0096,"705 EAST 18TH STREEET, GLENCOE, MN, 55336",No_Match,,,,,,,,,,,,,3
190014__2023__0084,"1125 MARGUERITE STREET, MORGAN CITY, LA, 70308",Match,Non_Exact,"1125 MARGUERITE ST, MORGAN CITY, LA, 70380","-91.201408623568,29.706566517069",-91.201408623568,29.706566517069,85888646,L,22,101,22101,040200,3039,12
453317__2023__0133,"4100 W UNIVERSITY DR, PROSPER, TX, 75078",No_Match,,,,,,,,,,,,,3
440068__2023__0074,"1114 MADISON AVENUE, ATHENS, TN, 37303",Tie,,,,,,,,,,,,,3
451333__2024__0108,"610 N SAINT PETER STREET, STANTON, TX, 79782",No_Match,,,,,,,,,,,,,3
451333__2024__0109,"610 NORTH SAINT PETER STREET, STANTON, TX, 79782",No_Match,,,,,,,,,,,,,3
181331__2024__0114,"9879 ROUTE 122, MCDOWELL, KY, 41647",No_Match,,,,,,,,,,,,,3
400127__2024__0038,"CENTRO MEDICO, SAN JUAN, PR, 00922",No_Match,,,,,,,,,,,,,3
451333__2024__0107,"610 N. SAINT PETER STREET, STANTON, TX, 79782",No_Match,,,,,,,,,,,,,3
150015__2023__0065,"3500 FRANCISCAN WAY, MICHIGAN CITY, IN, 46360",No_Match,,,,,,,,,,,,,3
061317__2023__0087,"501 AIRPORT ROAD, RIFLE, CO, 81650",No_Match,,,,,,,,,,,,,3
370093__2024__0009,"1200 CHILDRENS AVE, OKLAHOMA CITY, OK, 73104",No_Match,,,,,,,,,,,,,3
140164__2024__0070,"405 WEST JACKSON STREET, CARBONDALE, IL, 62902",Match,Non_Exact,"405 W JACKSON ST, CARBONDALE, IL, 62901","-89.22049021683,37.727873263218",-89.22049021683,37.727873263218,624818778,R,17,077,17077,010800,2009,12
400006__2023__0050,"1395 SAN RAFAEL ST PDA 20, SAN JUAN, PR, 00910",No_Match,,,,,,,,,,,,,3
400006__2023__0051,"1395 SAN RAFAEL STREET PDA 20, SAN JUAN, PR, 00910",No_Match,,,,,,,,,,,,,3
212002__2024__0027,"1500 PENNSYLVANIA AVENUE, HAGERSTOWN, MD, 21740",No_Match,,,,,,,,,,,,,3
370093__2024__0010,"1200 CHILDRENS AVENUE, OKLAHOMA CITY, OK, 73104",No_Match,,,,,,,,,,,,,3
220084__2023__0064,"113 ORNC, CONCORD, MA, 01742",No_Match,,,,,,,,,,,,,3
210024__2024__0013,"201 EAST UNIVERSITY PARKWAY, BALTIMORE, MD, 21218",Match,Exact,"201 E UNIVERSITY PKWY, BALTIMORE, MD, 21218","-76.614385066627,39.330307594484",-76.614385066627,39.330307594484,206431782,R,24,510,24510,120202,2001,12
140164__2024__0068,"405 W. JACKSON ST., CARBONDALE, IL, 62902",Match,Non_Exact,"405 W JACKSON ST, CARBONDALE, IL, 62901","-89.22049021683,37.727873263218",-89.22049021683,37.727873263218,624818778,R,17,077,17077,010800,2009,12
140164__2024__0069,"405 W JACKSON ST, CARBONDALE, IL, 62902",Match,Non_Exact,"405 W JACKSON ST, CARBONDALE, IL, 62901","-89.22049021683,37.727873263218",-89.22049021683,37.727873263218,624818778,R,17,077,17077,010800,2009,12
400006__2023__0049,"1395 SAN RAFAEL ST. PDA. 20, SAN JUAN, PR, 00910",No_Match,,,,,,,,,,,,,3
343025__2023__0026,"68 SWEETEN CREEK ROAD, ASHEVILLE, NC, 28803",No_Match,,,,,,,,,,,,,3
230100__2024__0100,"200 HEMLOCK STREET, TAWAS, MI, 48764",Match,Non_Exact,"200 HEMLOCK ST, TAWAS CITY, MI, 48763","-83.511359226711,44.275275750607",-83.511359226711,44.275275750607,161304409,R,26,069,26069,000500,1042,12
370178__2024__0111,"100 HIGHWAY WEST, STILWELL, OK, 74960",No_Match,,,,,,,,,,,,,3
400102__2023__0168,"STREET J-9 EXT HERMANAS DAVILA, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
400102__2023__0167,"STREET J-9 EXT. HERMANAS DAVILA, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
450079__2024__0015,"1901 NORTH MACARTHUR BOULEVARD, IRVING, TX, 75061",No_Match,,,,,,,,,,,,,3
450079__2024__0014,"1901 NORTH MACARTHUR BLVD, IRVING, TX, 75061",No_Match,,,,,,,,,,,,,3
400105__2024__0178,"LAUREL #100, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
010158__2023__0098,"15155 HIGHWAY 43, RUSSELLVILLE, AL, 35653",No_Match,,,,,,,,,,,,,3
673079__2023__0103,"3600 SOUTH LOOP 340, ROBINSON, TX, 76706",No_Match,,,,,,,,,,,,,3
400105__2024__0179,"LAUREL, BAYAMON, PR, 00956",No_Match,,,,,,,,,,,,,3
404004__2023__0147,"STATE ROAD #787, CIDRA, PR, 00739",No_Match,,,,,,,,,,,,,3
260105__2023__0007,"1201 SOUTH GRAND BOULEVARD, ST. LOUIS, MO, 63104",Match,Exact,"1201 S GRAND BLVD, SAINT LOUIS, MO, 63104","-90.237764170542,38.623286316135",-90.237764170542,38.623286316135,107598164,R,29,510,29510,127300,3035,12
050224__2023__0056,"ONE HOAG DRIVE, NEWPORT BEACH, CA, 92658",Match,Non_Exact,"1 HOAG DR, NEWPORT BEACH, CA, 92663","-117.928863139003,33.62398227037",-117.928863139003,33.62398227037,609073205,R,06,059,06059,063603,3012,12
260105__2023__0006,"1201 SOUTH GRAND BLVD, ST. LOUIS, MO, 63104",Match,Exact,"1201 S GRAND BLVD, SAINT LOUIS, MO, 63104","-90.237764170542,38.623286316135",-90.237764170542,38.623286316135,107598164,R,29,510,29510,127300,3035,12
670285__2023__0125,"23330 HIGHWAY 59 NORTH, KINGWOOD, TX, 77339",No_Match,,,,,,,,,,,,,3
244016__2023__0131,"9400 ZANE AVENUE NORTH, BROOKLYN PARK, MN, 55443",No_Match,,,,,,,,,,,,,3
670285__2023__0124,"23330 HIGHWAY 59 N, KINGWOOD, TX, 77339",No_Match,,,,,,,,,,,,,3
244016__2023__0130,"9400 ZANE AVE N, BROOKLYN PARK, MN, 55443",No_Match,,,,,,,,,,,,,3
394056__2024__0164,"201 WELLNESS WAY, READING, PA, 19605",No_Match,,,,,,,,,,,,,3
400061__2024__0037,"BO MONACILLO, SAN JUAN, PR, 00922",No_Match,,,,,,,,,,,,,3
400061__2024__0036,"BO. MONACILLO, SAN JUAN, PR, 00922",No_Match,,,,,,,,,,,,,3
103052__2023__0029,"11595 BURNT MILL ROAD, JACKSONVILLE, FL, 32256",No_Match,,,,,,,,,,,,,3
480001__2023__0163,"9048 SUGAR ESTATE, ST. THOMAS, VI, 00801",No_Match,,,,,,,,,,,,,3
241347__2023__0191,"112 SAINT OLAF AVENUE, CANBY, MN, 56220",Tie,,,,,,,,,,,,,3
144028__2024__0101,"1200 S FIRST AVE, HINES, IL, 60141",No_Match,,,,,,,,,,,,,3
284003__2024__0002,"FOLSOM AND PROSPECTOR, LINCOLN, NE, 68509",Match,Non_Exact,"S FOLSOM ST & W PROSPECTOR PL, LINCOLN, NE, 68522","-96.730259319604,40.784563873612",-96.730259319604,40.784563873612,,,31,109,31109,003500,1001,12
524042__2023__0093,"3169 DEMMING WAY, MIDDLETON, WI, 53562",Match,Non_Exact,"3169 DEMING WAY, MIDDLETON, WI, 53562","-89.528022230067,43.106192818208",-89.528022230067,43.106192818208,641225957,L,55,025,55025,010908,1055,12
284003__2024__0001,"FOLSOM & PROSPECTOR, LINCOLN, NE, 68509",Match,Non_Exact,"S FOLSOM ST & W PROSPECTOR PL, LINCOLN, NE, 68522","-96.730259319604,40.784563873612",-96.730259319604,40.784563873612,,,31,109,31109,003500,1001,12
144028__2024__0102,"1200 SOUTH FIRST AVENUE, HINES, IL, 60141",No_Match,,,,,,,,,,,,,3
400044__2023__0035,"917 AVENUE TITO CASTRO, PONCE, PR, 00733",No_Match,,,,,,,,,,,,,3
100320__2024__0088,"325 CYPRESS PARKWAY, KISSIMMMEE, FL, 34758",Tie,,,,,,,,,,,,,3
370113__2024__0097,"1001 EAST 18TH STREET, GROVE, OK, 74344",No_Match,,,,,,,,,,,,,3
400044__2023__0034,"917 AVE TITO CASTRO, PONCE, PR, 00733",No_Match,,,,,,,,,,,,,3
300014__2024__0095,"11 WHITEHALL ROAD, ROCHESTER, NH, 03867",No_Match,,,,,,,,,,,,,3
371303__2024__0123,"501 SOUTH LL MALES AVENUE, CHEYENNE, OK, 73628",No_Match,,,,,,,,,,,,,3
390180__2023__0062,"ONE MEDICAL CENTER BOULEVARD, UPLAND, PA, 19013",Match,Non_Exact,"1 MEDICAL CENTER BLVD, CHESTER, PA, 19013","-75.366533563489,39.857179785973",-75.366533563489,39.857179785973,134905415,L,42,045,42045,406300,2000,12
390180__2023__0060,"ONE MEDICAL CENTER BLVD., UPLAND, PA, 19013",Match,Non_Exact,"1 MEDICAL CENTER BLVD, CHESTER, PA, 19013","-75.366533563489,39.857179785973",-75.366533563489,39.857179785973,134905415,L,42,045,42045,406300,2000,12
390180__2023__0061,"ONE MEDICAL CENTER BLVD, UPLAND, PA, 19013",Match,Non_Exact,"1 MEDICAL CENTER BLVD, CHESTER, PA, 19013","-75.366533563489,39.857179785973",-75.366533563489,39.857179785973,134905415,L,42,045,42045,406300,2000,12
054149__2024__0031,"22050 FAIRMONT DRIVE, SAN LEANDRO, CA, 94578",No_Match,,,,,,,,,,,,,3
670112__2024__0025,"5330 NORTH LOOP 1604 WEST, SAN ANTONIO, TX, 78249",No_Match,,,,,,,,,,,,,3
404004__2023__0148,"STATE ROAD, CIDRA, PR, 00739",No_Match,,,,,,,,,,,,,3
480002__2023__0183,"4007 EAST DIAMOND RUBY, CHRISTIANSTED, VI, 00820",No_Match,,,,,,,,,,,,,3
464007__2024__0135,"592 WEST 1350 SOUTH, WOOD CROSS, UT, 84087",Match,Non_Exact,"592 W 1350 S, WOODS CROSS, UT, 84010","-111.895131894763,40.877009343662",-111.895131894763,40.877009343662,638335941,R,49,011,49011,126901,6006,12
100269__2024__0067,"13001 STATE ROAD 80, LOXAHATCHEE, FL, 33470",No_Match,,,,,,,,,,,,,3
403027__2023__0184,"MUNOZ RIVERA AVENUE #402, SAN JUAN PR 00918, PR, 00918",No_Match,,,,,,,,,,,,,3
403027__2023__0185,"MUNOZ RIVERA AVENUE, SAN JUAN PR 00918, PR, 00918",No_Match,,,,,,,,,,,,,3
140008__2024__0076,"8700 WEST NORTH AVENUE, MELROSE PARK, IL, 60160",No_Match,,,,,,,,,,,,,3
110215__2024__0141,"1255 HIGHWAY 54 WEST, FAYETTEVILLE, GA, 30214",Match,Non_Exact,"1255 STATE RTE 54, FAYETTEVILLE, GA, 30214","-84.507833462348,33.450930926133",-84.507833462348,33.450930926133,642496115,R,13,113,13113,140204,3042,12
230100__2024__0099,"200 HEMLOCK ST, TAWAS, MI, 48764",Match,Non_Exact,"200 HEMLOCK ST, TAWAS CITY, MI, 48763","-83.511359226711,44.275275750607",-83.511359226711,44.275275750607,161304409,R,26,069,26069,000500,1042,12
514011__2023__0138,"3 HOSPITAL PLAZA, CLARKSBURG, WV, 26301",No_Match,,,,,,,,,,,,,3
400122__2024__0189,"AVENUE LAS CUMBRES, GUAYNABO, PR, 00970",No_Match,,,,,,,,,,,,,3
400122__2024__0188,"AVE LAS CUMBRES, GUAYNABO, PR, 00970",No_Match,,,,,,,,,,,,,3
400022__2023__0046,"2213 PONCE BY PASS, PONCE, PR, 00717",No_Match,,,,,,,,,,,,,3
450874__2023__0054,"400 WEST I-635, IRVING, TX, 75063",No_Match,,,,,,,,,,,,,3
450874__2023__0053,"400 W I-635, IRVING, TX, 75063",No_Match,,,,,,,,,,,,,3
450874__2023__0052,"400 W I-635 SUITE 101, IRVING, TX, 75063",No_Match,,,,,,,,,,,,,3
400115__2023__0176,"#2 KM 39.5, VEGA BAJA, PR, 00693",Match,Non_Exact,"39 CLL 5, VEGA BAJA, PR, 00693","-66.346586884057,18.44636451981",-66.346586884057,18.44636451981,204844578,R,72,143,72143,550200,2003,12
400115__2023__0177,"#2 KM 39 5, VEGA BAJA, PR, 00693",Match,Non_Exact,"39 CLL 5, VEGA BAJA, PR, 00693","-66.346586884057,18.44636451981",-66.346586884057,18.44636451981,204844578,R,72,143,72143,550200,2003,12
390117__2024__0105,"10455 LINCOLN HIGHWAY, EVERETT, PA, 15537",No_Match,,,,,,,,,,,,,3
194118__2023__0129,"2810 US HIGHWAY 71 SOUTH, LECOMPTE, LA, 71346",Match,Non_Exact,"2810 US HWY 71, LECOMPTE, LA, 71346","-92.398789275557,31.096839367518",-92.398789275557,31.096839367518,653312246,R,22,079,22079,013300,2024,12
194118__2023__0128,"2810 US HIGHWAY 71 S, LECOMPTE, LA, 71346",Match,Non_Exact,"2810 US HWY 71, LECOMPTE, LA, 71346","-92.398789275557,31.096839367518",-92.398789275557,31.096839367518,653312246,R,22,079,22079,013300,2024,12
361330__2023__0106,"601 STATE ROUTE 664, LOGAN, OH, 43138",No_Match,,,,,,,,,,,,,3
110236__2024__0110,"101 GROSS CRESCENT CIRCLE, FT OGLETHORPE, GA, 30742",No_Match,,,,,,,,,,,,,3
414003__2023__0132,"1011 VETERANS MEMORIAL PARKWAY, EAST PROVIDENCE, RI, 02915",Match,Non_Exact,"1011 VETERANS MEMORIAL PKWY, RIVERSIDE, RI, 02915","-71.365827849388,41.792200431618",-71.365827849388,41.792200431618,47501024,R,44,007,44007,010502,1025,12
390104__2024__0119,"4372 ROUTE 6, KANE, PA, 16735",No_Match,,,,,,,,,,,,,3
371307__2023__0192,"100 SOUTH ELLIS, BOISE CITY, OK, 73933",Tie,,,,,,,,,,,,,3
394040__2024__0171,"1 EARLYSTOWN ROAD, CENTRE HALL, PA, 16828",No_Match,,,,,,,,,,,,,3
394040__2024__0170,"1 EARLYSTOWN RD, CENTRE HALL, PA, 16828",No_Match,,,,,,,,,,,,,3
370056__2024__0016,"3401 W GORE, LAWTON, OK, 73502",No_Match,,,,,,,,,,,,,3
110023__2023__0079,"1035 RED BUD ROAD, CALHOUN, GA, 30703",Match,Non_Exact,"1035 RED BUD RD NE, CALHOUN, GA, 30701","-84.920581366489,34.511756109885",-84.920581366489,34.511756109885,610854101,L,13,129,13129,970400,1013,12
440065__2024__0082,"100 NORTHCREST DRIVE, SPRINGFIELD, TN, 37172",Tie,,,,,,,,,,,,,3
370056__2024__0017,"3401 WEST GORE, LAWTON, OK, 73502",Match,Non_Exact,"3401 W GORE BLVD, LAWTON, OK, 73505","-98.434330829235,34.608921298574",-98.434330829235,34.608921298574,15015364,R,40,031,40031,000600,2014,12
400109__2023__0140,"SANTA CRUZ, BAYAMON, PR, 00959",No_Match,,,,,,,,,,,,,3
250141__2023__0063,"7601 SOUTHCREST, SOUTHAVEN, MS, 38671",Tie,,,,,,,,,,,,,3
290041__2023__0008,"657 TOWN CENTER DRIVE, LAS VEGAS, NV, 89114",Tie,,,,,,,,,,,,,3
390156__2024__0161,"LANSDOWNE AVENUE & BAILEY ROAD, DARBY, PA, 19023",No_Match,,,,,,,,,,,,,3
050367__2023__0058,"1200 B GALE WILSON BLVD, FAIRFIELD, CA, 94533",No_Match,,,,,,,,,,,,,3
460060__2024__0172,"11925 S STATE STREET, DRAPER, UT, 84020",Match,Non_Exact,"11925 STATE ST, DRAPER, UT, 84020","-111.89138849676,40.534299980876",-111.89138849676,40.534299980876,648957167,L,49,035,49035,112823,3026,12
