400006__2023__0051,1395 SAN RAFAEL STREET PDA 20,SAN JUAN,PR,00910
450874__2023__0052,400 W I-635 SUITE 101,IRVING,TX,75063
450874__2023__0053,400 W I-635,IRVING,TX,75063
450874__2023__0054,400 WEST I-635,IRVING,TX,75063
403301__2024__0055,PO BOX 191079,SAN JUAN,PR,00910
050224__2023__0056,ONE HOAG DRIVE,NEWPORT BEACH,CA,92658
050367__2023__0057,1200 B. GALE WILSON BLVD,FAIRFIELD,CA,94533
050367__2023__0058,1200 B GALE WILSON BLVD,FAIRFIELD,CA,94533
050367__2023__0059,1200 B GALE WILSON BOULEVARD,FAIRFIELD,CA,94533
390180__2023__0060,ONE MEDICAL CENTER BLVD.,UPLAND,PA,19013
390180__2023__0061,ONE MEDICAL CENTER BLVD,UPLAND,PA,19013
390180__2023__0062,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013
250141__2023__0063,7601 SOUTHCREST,SOUTHAVEN,MS,38671
220084__2023__0064,113 ORNC,CONCORD,MA,01742
150015__2023__0065,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360
100189__2023__0066,2801 NORTH STATE ROAD 7,MARGATE,FL,33063
100269__2024__0067,13001 STATE ROAD 80,LOXAHATCHEE,FL,33470
140164__2024__0068,405 W. JACKSON ST.,CARBONDALE,IL,62902
140164__2024__0069,405 W JACKSON ST,CARBONDALE,IL,62902
140164__2024__0070,405 WEST JACKSON STREET,CARBONDALE,IL,62902
264010__2024__0071,500 ARSENAL STREET,ST.LOUIS,MO,63119
110192__2024__0072,1700 MEDICAL WAY,SNELLVILLE,GA,30278
100224__2024__0073,7201 UNIVERSITY DRIVE,TAMARAC,FL,33321
440068__2023__0074,1114 MADISON AVENUE,ATHENS,TN,37303
440194__2024__0075,355 NEW SHACKLE ISLAND,HENDERSONVILLE,TN,37215
140008__2024__0076,8700 WEST NORTH AVENUE,MELROSE PARK,IL,60160
054154__2023__0077,455 SILICON VALLEY BLVD,SANN JOSE,CA,95138
054154__2023__0078,455 SILICON VALLEY BOULEVARD,SANN JOSE,CA,95138
110023__2023__0079,1035 RED BUD ROAD,CALHOUN,GA,30703
460013__2024__0080,1000 EAST 100 NORTH,PAYSON,UT,84651
230193__2023__0081,1375 NORTH MAIN STREET,LAPEER,MI,48436
440065__2024__0082,100 NORTHCREST DRIVE,SPRINGFIELD,TN,37172
450587__2024__0083,1501 BURNET DRIVE,BROWNWOOD,TX,76804
190014__2023__0084,1125 MARGUERITE STREET,MORGAN CITY,LA,70308
194114__2023__0085,500 RUE DE SANTE,LAPLACE,LA,70068
110128__2024__0086,1 MEADOWS PARKWAY,VIDALIA,GA,30474
061317__2023__0087,501 AIRPORT ROAD,RIFLE,CO,81650
100320__2024__0088,325 CYPRESS PARKWAY,KISSIMMMEE,FL,34758
230095__2024__0089,2463 S M-30,WEST BRANCH,MI,48661
230095__2024__0090,2463 SOUTH M-30,WEST BRANCH,MI,48661
170006__2024__0091,1 MT CARMEL WAY,PITTSBURG,KS,66762
380071__2023__0092,2700 SE STRATUS AVENUE,MCMINNVILLE,OR,97128
524042__2023__0093,3169 DEMMING WAY,MIDDLETON,WI,53562
490143__2023__0094,1500 COMMONWEALTH AVENUE,WILLIAMSBURG,VA,23185
300014__2024__0095,11 WHITEHALL ROAD,ROCHESTER,NH,03867
241355__2023__0096,705 EAST 18TH STREEET,GLENCOE,MN,55336
370113__2024__0097,1001 EAST 18TH STREET,GROVE,OK,74344
010158__2023__0098,15155 HIGHWAY 43,RUSSELLVILLE,AL,35653
230100__2024__0099,200 HEMLOCK ST,TAWAS,MI,48764
230100__2024__0100,200 HEMLOCK STREET,TAWAS,MI,48764
144028__2024__0101,1200 S FIRST AVE,HINES,IL,60141
144028__2024__0102,1200 SOUTH FIRST AVENUE,HINES,IL,60141
673079__2023__0103,3600 SOUTH LOOP 340,ROBINSON,TX,76706
231325__2024__0104,515 QUATER STREET,GLADWIN,MI,48624
390117__2024__0105,10455 LINCOLN HIGHWAY,EVERETT,PA,15537
361330__2023__0106,601 STATE ROUTE 664,LOGAN,OH,43138
451333__2024__0107,610 N. SAINT PETER STREET,STANTON,TX,79782
451333__2024__0108,610 N SAINT PETER STREET,STANTON,TX,79782
451333__2024__0109,610 NORTH SAINT PETER STREET,STANTON,TX,79782
110236__2024__0110,101 GROSS CRESCENT CIRCLE,FT OGLETHORPE,GA,30742
370178__2024__0111,100 HIGHWAY WEST,STILWELL,OK,74960
670131__2024__0112,5330 OVERPASS ROAD SUITE 110,BUDA,TX,78610
670131__2024__0113,5330 OVERPASS ROAD,BUDA,TX,78610
181331__2024__0114,9879 ROUTE 122,MCDOWELL,KY,41647
341317__2023__0115,1570 NC 8 & 89 HWY N,DANBURY,NC,27016
341317__2023__0116,1570 NC 8 AND 89 HWY N,DANBURY,NC,27016
341317__2023__0117,1570 NC 8 & 89 HIGHWAY NORTH,DANBURY,NC,27016
511310__2024__0118,TERRACE STREET,HINTON,WV,25951
390104__2024__0119,4372 ROUTE 6,KANE,PA,16735
241301__2024__0120,600 MAIN AVENUE S,BAUDETTE,MN,56623
241301__2024__0121,600 MAIN AVENUE SOUTH,BAUDETTE,MN,56623
371331__2023__0122,610 WEST BYPASS,DRUMRIGHT,OK,74030
371303__2024__0123,501 SOUTH LL MALES AVENUE,CHEYENNE,OK,73628
670285__2023__0124,23330 HIGHWAY 59 N,KINGWOOD,TX,77339
670285__2023__0125,23330 HIGHWAY 59 NORTH,KINGWOOD,TX,77339
014006__2023__0126,3001 SCENIC HWY,GADSEN,AL,35904
014006__2023__0127,3001 SCENIC HIGHWAY,GADSEN,AL,35904
194118__2023__0128,2810 US HIGHWAY 71 S,LECOMPTE,LA,71346
194118__2023__0129,2810 US HIGHWAY 71 SOUTH,LECOMPTE,LA,71346
244016__2023__0130,9400 ZANE AVE N,BROOKLYN PARK,MN,55443
244016__2023__0131,9400 ZANE AVENUE NORTH,BROOKLYN PARK,MN,55443
414003__2023__0132,1011 VETERANS MEMORIAL PARKWAY,EAST PROVIDENCE,RI,02915
453317__2023__0133,4100 W UNIVERSITY DR,PROSPER,TX,75078
453317__2023__0134,4100 WEST UNIVERSITY DRIVE,PROSPER,TX,75078
464007__2024__0135,592 WEST 1350 SOUTH,WOOD CROSS,UT,84087
493300__2024__0136,9407 CUMBERLAND RD,NEW KENT,VA,23124
493300__2024__0137,9407 CUMBERLAND ROAD,NEW KENT,VA,23124
514011__2023__0138,3 HOSPITAL PLAZA,CLARKSBURG,WV,26301
400109__2023__0139,SANTA CRUZ # 70,BAYAMON,PR,00959
400109__2023__0140,SANTA CRUZ,BAYAMON,PR,00959
110215__2024__0141,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214
400118__2023__0142,CARR. #2,MANATI,PR,00674
400118__2023__0143,CARR.,MANATI,PR,00674
400118__2023__0144,CARR #2,MANATI,PR,00674
400118__2023__0145,CARR,MANATI,PR,00674
650003__2023__0146,133 ROUTE 3,DEDEDO,GU,96929
404004__2023__0147,STATE ROAD #787,CIDRA,PR,00739
404004__2023__0148,STATE ROAD,CIDRA,PR,00739
400112__2024__0149,STREET 3 KM 8.3 65 INFANTERIA AVE.,CAROLINA,PR,00984
400112__2024__0150,STREET 3 KM 8 3 65 INFANTERIA AVE,CAROLINA,PR,00984
400112__2024__0151,STREET 3 KM 8 3 65 INFANTERIA AVENUE,CAROLINA,PR,00984
400032__2023__0152,CARR. #2 KM. 11.7,BAYAMON,PR,00960
400032__2023__0153,CARR.,BAYAMON,PR,00960
400032__2023__0154,CARR #2 KM 11 7,BAYAMON,PR,00960
400032__2023__0155,CARR,BAYAMON,PR,00960
650001__2023__0156,850 GOVERNOR CARLOS G CAMACHO RD,OKA TAMUNING,GU,96911
650001__2023__0157,850 GOVERNOR CARLOS G CAMACHO ROAD,OKA TAMUNING,GU,96911
390156__2024__0158,LANSDOWNE AVE & BAILEY RD.,DARBY,PA,19023
390156__2024__0159,LANSDOWNE AVE AND BAILEY RD.,DARBY,PA,19023
390156__2024__0160,LANSDOWNE AVE & BAILEY RD,DARBY,PA,19023
390156__2024__0161,LANSDOWNE AVENUE & BAILEY ROAD,DARBY,PA,19023
400019__2023__0162,ASIA STREET,SANTURCE,PR,00910
480001__2023__0163,9048 SUGAR ESTATE,ST. THOMAS,VI,00801
394056__2024__0164,201 WELLNESS WAY,READING,PA,19605
400048__2024__0165,AVE PEDRO ALBIZU CAMPOS,GUAYAMA,PR,00785
400048__2024__0166,AVENUE PEDRO ALBIZU CAMPOS,GUAYAMA,PR,00785
400102__2023__0167,STREET J-9 EXT. HERMANAS DAVILA,BAYAMON,PR,00956
400102__2023__0168,STREET J-9 EXT HERMANAS DAVILA,BAYAMON,PR,00956
400004__2024__0169,SERGIO CUEVAS BUSTAMTE,SANJUAN,PR,00969
394040__2024__0170,1 EARLYSTOWN RD,CENTRE HALL,PA,16828
394040__2024__0171,1 EARLYSTOWN ROAD,CENTRE HALL,PA,16828
460060__2024__0172,11925 S STATE STREET,DRAPER,UT,84020
460060__2024__0173,11925 SOUTH STATE STREET,DRAPER,UT,84020
400138__2023__0174,CARR. PR-2 KM 11.6 (INTERIOR),BAYAMON,PR,00959
400138__2023__0175,CARR PR-2 KM 11 6 (INTERIOR),BAYAMON,PR,00959
400115__2023__0176,#2 KM 39.5,VEGA BAJA,PR,00693
400115__2023__0177,#2 KM 39 5,VEGA BAJA,PR,00693
400105__2024__0178,LAUREL #100,BAYAMON,PR,00956
400105__2024__0179,LAUREL,BAYAMON,PR,00956
660001__2023__0180,LOWER NAVY HILL RD,SAIPAN,MP,96950
660001__2023__0181,LOWER NAVY HILL ROAD,SAIPAN,MP,96950
224039__2023__0182,76 SUMMER STREED,HAVERHILL,MA,01832
480002__2023__0183,4007 EAST DIAMOND RUBY,CHRISTIANSTED,VI,00820
403027__2023__0184,MUNOZ RIVERA AVENUE #402,SAN JUAN PR 00918,PR,00918
403027__2023__0185,MUNOZ RIVERA AVENUE,SAN JUAN PR 00918,PR,00918
400137__2023__0186,RD 696 INTERSEC EFRON AVE BO HIGUI,DORADO,PR,00646
400137__2023__0187,ROAD 696 INTERSEC EFRON AVENUE BO HIGUI,DORADO,PR,00646
400122__2024__0188,AVE LAS CUMBRES,GUAYNABO,PR,00970
400122__2024__0189,AVENUE LAS CUMBRES,GUAYNABO,PR,00970
400012__2024__0190,CENTRO MEDICO,PO BOX 191811 SAN JUAN,PR,00919
241347__2023__0191,112 SAINT OLAF AVENUE,CANBY,MN,56220
371307__2023__0192,100 SOUTH ELLIS,BOISE CITY,OK,73933
400010__2023__0193,PO BOX 1003,CASTANER,PR,00631
